sub_cluster_id,size,top_8_units,avg_place,winrate,top4_rate
1118,7,"Lucian, Carry_Lux, Carry_Ahri, Carry_Swain, Carry_Ryze, Carry_Karma, Carry_JarvanIV, Carry_Gwen",2.14,14.3%,100.0%
1376,12,"Lucian, Carry_Ahri, Carry_Ryze, Carry_Karma, Carry_JarvanIV, Carry_Gwen, Galio, Swain",2.50,41.7%,83.3%
679,118,"Carry_Ahri, Carry_Swain, Carry_Karma, Carry_JarvanIV, Carry_Gwen, Galio, Lucian, Lux",2.64,28.0%,86.4%
1728,5,"Lucian, Carry_Lux, Carry_Ahri, Carry_Swain, Ryze, Carry_Karma, Carry_JarvanIV, Carry_Gwen",3.00,20.0%,80.0%
2117,8,"Lucian, Carry_Lux, Carry_Swain, Carry_Ryze, Carry_Karma, Carry_JarvanIV, Carry_Gwen, Galio",3.00,12.5%,87.5%
1899,31,"Lucian, Carry_Ahri, Carry_Swain, Carry_Ryze, Carry_Karma, Carry_JarvanIV, Carry_Gwen, Galio",3.10,22.6%,77.4%
1898,15,"Carry_Ahri, Swain, Carry_Karma, Carry_JarvanIV, Carry_Braum, Lucian, Galio, Ryze",3.80,13.3%,66.7%
161,47,"Carry_Ahri, Carry_Swain, Carry_Karma, Carry_Gwen, Lux, Galio, Lucian, JarvanIV",3.89,19.1%,61.7%
556,13,"Kennen, Carry_s3star_Ahri, Carry_s3star_Swain, Carry_Neeko, Carry_Karma, Rell, Lucian, Lux",4.46,15.4%,46.1%
587,97,"Carry_Ahri, Carry_Swain, Carry_Karma, Carry_JarvanIV, Galio, Lucian, Lux, Ryze",4.53,7.2%,51.5%
1169,27,"Carry_Ahri, Carry_Swain, Carry_Ryze, Carry_Karma, Carry_JarvanIV, Galio, Lucian, Lux",4.74,3.7%,44.4%
1263,9,"Carry_Ahri, Carry_Swain, Carry_Karma, Carry_Braum, Lux, Lucian, Galio, JarvanIV",5.00,0.0%,33.3%
2128,15,"Lucian, Carry_Ahri, Swain, Carry_Ryze, Carry_Karma, Carry_JarvanIV, Galio, Lux",5.00,0.0%,40.0%
286,100,"Carry_Ahri, Carry_Karma, Carry_JarvanIV, Galio, Swain, Lucian, Lux, Kennen",5.80,0.0%,15.0%
16,106,"Carry_Ahri, Carry_Swain, Carry_Karma, Lucian, Lux, JarvanIV, Galio, Kennen",6.04,0.9%,13.2%
272,5,"Carry_Ahri, Swain, Carry_s3star_Neeko, Carry_Karma, Kennen, Rell, Lux, Gwen",6.60,0.0%,0.0%
176,5,"Carry_Ahri, Swain, Carry_Ryze, Karma, Carry_JarvanIV, Galio, Lucian, Lux",7.00,0.0%,0.0%
1870,9,"Carry_Ahri, Carry_Swain, Carry_JarvanIV, Lucian, Lux, Karma, Galio, Kennen",7.22,0.0%,0.0%
1731,8,"Lucian, Carry_Ahri, Swain, Carry_JarvanIV, Lux, Karma, Galio, Ryze",7.38,0.0%,0.0%
2142,6,"Lux, Carry_Ahri, Swain, Carry_Karma, Lucian, JarvanIV, Galio, Ryze",7.50,0.0%,0.0%
