sub_cluster_id,size,top_8_units,avg_place,winrate,top4_rate
158,11,"Janna, Carry_Akali, Carry_K'Sante, Ryze, Carry_JarvanIV, Carry_Varus, Carry_Twisted_Fate, Kennen",1.64,54.5%,100.0%
1057,5,"Carry_Kennen, Carry_Akali, Carry_K'Sante, Carry_Ryze, Carry_JarvanIV, Janna, Kai'Sa, Darius",2.60,20.0%,80.0%
1001,15,"Carry_K'Sante, Carry_Ryze, Carry_JarvanIV, Carry_Lee_Sin, Janna, Zac, Kobuko, Udyr",3.20,13.3%,80.0%
913,18,"Carry_Darius, Carry_Akali, Carry_K'Sante, Carry_Ryze, Carry_JarvanIV, Kennen, Janna, Zac",3.56,11.1%,61.1%
1767,7,"Janna, Carry_s3star_Kog'Maw, Carry_K'Sante, Carry_Ryze, Carry_JarvanIV, Malphite, Rakan, Neeko",3.71,0.0%,85.7%
303,12,"Carry_Janna, Carry_K'Sante, Carry_Ryze, Carry_JarvanIV, Kennen, Ziggs, Malphite, Rakan",4.08,8.3%,58.3%
1593,12,"Carry_Neeko, Carry_K'Sante, Carry_JarvanIV, Carry_Varus, Kennen, Janna, Ryze, Akali",4.33,8.3%,50.0%
2106,5,"Carry_Jinx, Carry_K'Sante, Carry_JarvanIV, Carry_Varus, Janna, Neeko, Zac, Jhin",4.40,20.0%,60.0%
2238,5,"Janna, Carry_K'Sante, Carry_JarvanIV, Carry_Twisted_Fate, Ryze, Kennen, Varus, Zyra",4.40,0.0%,80.0%
1042,19,"Janna, Carry_K'Sante, Carry_Ryze, Carry_JarvanIV, Carry_Varus, Kennen, Neeko, Akali",4.47,5.3%,47.4%
744,93,"Carry_K'Sante, Carry_JarvanIV, Carry_Varus, Kennen, Janna, Ryze, Neeko, Akali",5.43,5.4%,30.1%
308,106,"Carry_K'Sante, Carry_Ryze, Carry_JarvanIV, Janna, Akali, Kennen, Neeko, Zac",6.03,2.8%,19.8%
1684,11,"Carry_K'Sante, Carry_Ryze, Carry_Varus, Janna, JarvanIV, Kennen, Neeko, Akali",6.27,9.1%,18.2%
2304,5,"Janna, Carry_Neeko, Carry_K'Sante, Carry_Ryze, Carry_JarvanIV, Kennen, Akali, Varus",7.20,0.0%,0.0%
425,26,"Carry_K'Sante, Carry_Ryze, JarvanIV, Janna, Akali, Neeko, Kennen, Zac",7.31,0.0%,0.0%
1017,55,"Carry_K'Sante, Carry_JarvanIV, Kennen, Janna, Ryze, Akali, Neeko, Varus",7.51,0.0%,0.0%
