sub_cluster_id,size,top_8_units,avg_place,winrate,top4_rate
42,12,"Lux, Carry_Samira, Carry_Sett, Carry_Braum, Carry_Gwen, Carry_Lee_Sin, Xin_Zhao, Naafiri",1.83,41.7%,100.0%
230,6,"Kalista, Naafiri, Carry_Lux, Carry_Xin_Zhao, Carry_Viego, Carry_Samira, Carry_Sett, Carry_Gwen",2.17,33.3%,83.3%
1328,6,"Carry_Naafiri, Lux, Carry_Xin_Zhao, Viego, Carry_Samira, Carry_s3star_Sett, Carry_Gwen, Kalista",2.17,33.3%,83.3%
1462,14,"Carry_Kalista, Naafiri, Xin_Zhao, Carry_Samira, Carry_Sett, Carry_Braum, Carry_Gwen, Lux",2.29,7.1%,100.0%
393,39,"Carry_Lux, Xin_Zhao, Carry_Samira, Carry_Sett, Carry_Braum, Carry_Gwen, Naafiri, Viego",2.31,35.9%,92.3%
1575,11,"Carry_Naafiri, Lux, Xin_Zhao, Viego, Carry_Samira, Carry_Sett, Carry_Gwen, Carry_Yone",2.55,9.1%,100.0%
1771,5,"Naafiri, Carry_Lux, Xin_Zhao, Carry_Samira, Carry_Sett, Carry_Gwen, Carry_Lee_Sin, Kalista",2.60,20.0%,80.0%
2251,6,"Naafiri, Lux, Xin_Zhao, Carry_Leona, Carry_Samira, Carry_Sett, Carry_Gwen, Viego",2.67,33.3%,83.3%
1026,29,"Naafiri, Carry_Lux, Xin_Zhao, Carry_Samira, Carry_Sett, Carry_Gwen, Carry_Yone, Viego",2.72,27.6%,86.2%
1500,18,"Naafiri, Lux, Carry_Xin_Zhao, Carry_Viego, Carry_Samira, Carry_Sett, Carry_Gwen, Carry_Yone",2.78,11.1%,88.9%
1591,6,"Naafiri, Carry_Lux, Xin_Zhao, Carry_Viego, Carry_Samira, Carry_Sett, Carry_Braum, Carry_Gwen",2.83,16.7%,83.3%
542,8,"Carry_Naafiri, Carry_Samira, Carry_Sett, Carry_Braum, Carry_Gwen, Lux, Viego, Xin_Zhao",3.12,25.0%,75.0%
1189,14,"Carry_Naafiri, Lux, Xin_Zhao, Viego, Carry_Samira, Carry_Sett, Carry_Volibear, Carry_Gwen",3.36,14.3%,71.4%
121,44,"Carry_Xin_Zhao, Carry_Samira, Carry_Sett, Carry_Volibear, Carry_Gwen, Lux, Naafiri, Viego",3.41,15.9%,70.5%
983,50,"Carry_Xin_Zhao, Carry_Viego, Carry_Samira, Carry_Sett, Carry_Gwen, Naafiri, Lux, Kalista",3.60,14.0%,66.0%
1472,13,"Carry_Kalista, Naafiri, Lux, Xin_Zhao, Carry_Viego, Carry_Samira, Carry_Sett, Carry_Gwen",3.62,7.7%,61.5%
2036,21,"Naafiri, Carry_Lux, Xin_Zhao, Carry_Viego, Carry_Samira, Carry_Sett, Carry_Gwen, Kalista",3.67,4.8%,76.2%
485,68,"Carry_Kalista, Xin_Zhao, Carry_Samira, Carry_Sett, Carry_Gwen, Naafiri, Lux, Viego",3.72,13.2%,63.2%
798,6,"Carry_Naafiri, Carry_Lux, Xin_Zhao, Viego, Carry_Samira, Carry_Sett, Carry_Gwen, Kalista",3.83,16.7%,66.7%
472,7,"Naafiri, Lux, Xin_Zhao, Carry_Yasuo, Carry_Samira, Carry_Sett, Carry_Gwen, Viego",3.86,0.0%,71.4%
280,104,"Carry_Lux, Xin_Zhao, Carry_Samira, Carry_Sett, Carry_Gwen, Naafiri, Viego, Kalista",3.89,8.7%,66.3%
106,52,"Carry_Naafiri, Carry_Samira, Carry_Sett, Carry_Gwen, Lux, Xin_Zhao, Kalista, Viego",3.92,13.5%,61.5%
1071,6,"Naafiri, Carry_Udyr, Carry_Viego, Carry_Samira, Carry_Sett, Carry_Gwen, Lux, Xin_Zhao",4.17,16.7%,50.0%
