sub_cluster_id,size,top_8_units,avg_place,winrate,top4_rate
426,5,"Carry_g3star_Kayle, Carry_g3star_Zac, Dr._Mundo, Carry_Udyr, Carry_Lee_Sin, Carry_Zyra, Naafiri, Sett",1.60,40.0%,100.0%
1195,5,"Carry_s3star_Kayle, Naafiri, Zac, Aatrox, Carry_Udyr, Carry_Sett, Carry_Lee_Sin, Carry_Twisted_Fate",2.20,40.0%,100.0%
1377,6,"Carry_s3star_Kayle, Carry_Udyr, Carry_Lee_Sin, Carry_Varus, Aatrox, Zac, Dr._Mundo, Naafiri",2.33,33.3%,83.3%
1663,16,"Carry_g3star_Kayle, Carry_Udyr, Carry_Braum, Carry_Lee_Sin, Zac, Aatrox, Dr._Mundo, Naafiri",2.88,25.0%,75.0%
1715,8,"Carry_s3star_Kayle, Naafiri, Carry_g3star_Zac, Carry_s3star_Aatrox, Dr._Mundo, Carry_Udyr, Carry_Sett, Carry_Lee_Sin",3.00,37.5%,87.5%
1251,10,"Carry_g3star_Kayle, Carry_g3star_Zac, Carry_g3star_Aatrox, Carry_Udyr, Carry_Lee_Sin, Naafiri, Dr._Mundo, Sett",3.40,30.0%,60.0%
881,12,"Carry_s3star_Kayle, Zac, Carry_Udyr, Carry_K'Sante, Carry_Varus, Aatrox, Jhin, Malzahar",3.58,25.0%,75.0%
677,10,"Carry_g3star_Kayle, Zac, Carry_Dr._Mundo, Carry_Udyr, Carry_Lee_Sin, Aatrox, Naafiri, Sett",5.20,0.0%,20.0%
296,23,"Carry_s3star_Kayle, Carry_Udyr, Carry_Lee_Sin, Aatrox, Naafiri, Dr._Mundo, Zac, Sett",5.57,4.3%,26.1%
598,7,"Carry_s3star_Kayle, Carry_Udyr, Carry_K'Sante, Zac, Naafiri, Aatrox, Gangplank, Viego",6.14,0.0%,14.3%
905,23,"Carry_g3star_Kayle, Carry_Udyr, Zac, Aatrox, Dr._Mundo, Naafiri, Vi, Sett",7.17,0.0%,4.3%
