sub_cluster_id,size,top_8_units,avg_place,winrate,top4_rate
2190,6,"Kennen, Janna, Carry_Akali, Carry_K'Sante, Ryze, Carry_JarvanIV, Carry_Gwen, Carry_Varus",2.17,33.3%,100.0%
870,9,"Ezreal, Rakan, Carry_K'Sante, Carry_Leona, Carry_Yuumi, Carry_Varus, Garen, Caitlyn",2.56,44.4%,77.8%
711,11,"Kayle, Carry_s3star_Zac, Jhin, Carry_Malzahar, Carry_K'Sante, Carry_Poppy, Carry_Varus, Neeko",2.91,18.2%,100.0%
2162,5,"Zac, Jhin, Carry_Neeko, Jinx, Carry_K'Sante, Carry_Poppy, Carry_Varus, Malzahar",3.00,20.0%,80.0%
1371,72,"Carry_Neeko, Carry_Akali, Carry_K'Sante, Carry_JarvanIV, Carry_Varus, Kennen, Janna, Ryze",3.04,20.8%,84.7%
1220,18,"Carry_Neeko, Carry_Jinx, Carry_K'Sante, Carry_Varus, Jhin, Rakan, Gnar, Caitlyn",3.72,16.7%,66.7%
615,7,"Carry_Caitlyn, Carry_K'Sante, Carry_Varus, Jhin, Rakan, Gnar, Leona, Garen",5.29,0.0%,42.9%
1315,5,"Carry_K'Sante, Carry_Leona, Carry_Varus, Caitlyn, Gnar, Rakan, Jhin, Neeko",5.40,0.0%,40.0%
437,32,"Carry_Malzahar, Carry_K'Sante, Carry_Varus, Jhin, Zac, Neeko, Kayle, Poppy",5.69,0.0%,21.9%
1816,9,"Carry_K'Sante, Carry_Gwen, Carry_Varus, Jinx, Neeko, Rell, Jhin, Xin_Zhao",6.33,0.0%,22.2%
370,8,"Carry_Malzahar, Carry_Neeko, Carry_K'Sante, Carry_Varus, Zac, Jhin, Kayle, Seraphine",6.50,0.0%,12.5%
454,14,"Carry_Neeko, Carry_K'Sante, Carry_Varus, Janna, Kennen, JarvanIV, Ryze, Akali",6.64,0.0%,14.3%
976,44,"Carry_K'Sante, Carry_Varus, Jhin, Neeko, Zac, Malzahar, Kennen, Jinx",6.68,0.0%,13.6%
