sub_cluster_id,size,top_8_units,avg_place,winrate,top4_rate
1717,6,"Carry_Naafiri, Lux, Carry_Samira, Carry_Sett, Carry_Volibear, Carry_Braum, Carry_Gwen, Xin_Zhao",2.00,16.7%,100.0%
275,164,"Carry_Samira, Carry_Sett, Carry_Volibear, Carry_Braum, Carry_Gwen, Xin_Zhao, Naafiri, Lux",2.07,36.0%,96.3%
1942,6,"Shen, Carry_Yasuo, Carry_Samira, Carry_Volibear, Carry_Braum, Carry_Yone, Gnar, Dr._Mundo",2.67,0.0%,100.0%
891,7,"Carry_Dr._Mundo, Carry_Samira, Carry_Volibear, Carry_Braum, Shen, Yasuo, Sett, Gnar",2.71,42.9%,71.4%
28,357,"Carry_Samira, Carry_Sett, Carry_Braum, Carry_Gwen, Xin_Zhao, Naafiri, Lux, Viego",2.95,23.2%,79.8%
316,51,"Carry_Samira, Carry_Volibear, Carry_Braum, Carry_Yone, Yasuo, Shen, Dr._Mundo, Xayah",3.31,17.6%,80.4%
56,8,"Carry_Kalista, Naafiri, Xin_Zhao, Carry_Samira, Carry_Sett, Carry_Volibear, Carry_Gwen, Lux",3.38,0.0%,87.5%
68,602,"Carry_Samira, Carry_Sett, Carry_Volibear, Carry_Gwen, Xin_Zhao, Naafiri, Lux, Viego",3.43,16.4%,72.4%
2270,6,"Shen, Carry_Leona, Carry_Samira, Carry_Volibear, Carry_Braum, Xin_Zhao, Yasuo, Yone",3.67,16.7%,66.7%
1248,16,"Carry_Samira, Carry_Volibear, Carry_Braum, Carry_Gwen, Sett, Xin_Zhao, Lux, Naafiri",3.75,18.8%,68.8%
988,67,"Carry_Samira, Carry_Sett, Carry_Volibear, Carry_Braum, Yasuo, Dr._Mundo, Xin_Zhao, Shen",4.07,11.9%,58.2%
1818,11,"Carry_Samira, Carry_Sett, Carry_Braum, Carry_Yone, Naafiri, Xin_Zhao, Viego, Volibear",4.18,9.1%,54.5%
549,7,"Naafiri, Carry_Viego, Carry_Samira, Carry_Sett, Carry_Volibear, Carry_Braum, Xin_Zhao, Lux",4.43,0.0%,71.4%
912,12,"Carry_Dr._Mundo, Carry_Samira, Carry_Volibear, Sett, Shen, Yasuo, Gnar, Yone",5.42,8.3%,33.3%
1150,42,"Carry_Samira, Carry_Volibear, Carry_Gwen, Naafiri, Sett, Xin_Zhao, Viego, Lux",5.48,9.5%,23.8%
854,6,"Carry_Samira, Carry_Sett, Carry_Volibear, Carry_Zyra, Dr._Mundo, Shen, Yasuo, Gnar",5.50,0.0%,16.7%
828,39,"Carry_Samira, Carry_Volibear, Carry_Braum, Yasuo, Shen, Dr._Mundo, Gnar, Sett",5.51,0.0%,20.5%
453,32,"Carry_Samira, Carry_Sett, Carry_Braum, Xin_Zhao, Naafiri, Viego, Lux, Volibear",5.53,3.1%,28.1%
2127,8,"Shen, Carry_Yasuo, Carry_Samira, Carry_Volibear, Carry_Braum, Xayah, Dr._Mundo, Sett",5.62,0.0%,25.0%
1595,8,"Carry_Samira, Volibear, Carry_Braum, Sett, Lux, Xayah, Shen, Yasuo",5.75,12.5%,37.5%
162,228,"Carry_Samira, Carry_Sett, Carry_Volibear, Xin_Zhao, Naafiri, Viego, Lux, Kalista",5.78,1.8%,19.7%
1979,10,"Carry_Dr._Mundo, Carry_Samira, Carry_Sett, Carry_Volibear, Shen, Yasuo, Xayah, Gnar",5.90,0.0%,20.0%
1967,5,"Carry_Samira, Carry_Braum, Carry_Yone, Sett, Shen, Yasuo, Volibear, Xayah",6.00,0.0%,0.0%
204,39,"Carry_Samira, Carry_Volibear, Sett, Shen, Yasuo, Braum, Dr._Mundo, Xayah",6.59,0.0%,10.3%
240,5,"Carry_Samira, Carry_JarvanIV, Carry_Volibear, Dr._Mundo, Yone, Shen, Yasuo, Gnar",6.60,0.0%,0.0%
