sub_cluster_id,size,top_8_units,avg_place,winrate,top4_rate
612,5,"Carry_s3star_Kayle, Zac, Aatrox, Dr._Mundo, Carry_Udyr, Carry_Sett, Carry_Braum, Carry_Lee_Sin",1.00,100.0%,100.0%
477,14,"Carry_s3star_Kayle, Aatrox, Udyr, Carry_Sett, Carry_Braum, Carry_Lee_Sin, Carry_Zyra, Naafiri",1.29,71.4%,100.0%
1267,9,"Carry_g3star_Kayle, Carry_s3star_Zac, Carry_s3star_Aatrox, Udyr, Carry_Sett, Carry_Braum, Carry_Lee_Sin, Naafiri",1.56,66.7%,100.0%
2281,5,"Carry_g3star_Kayle, Carry_g3star_Zac, Aatrox, Carry_Dr._Mundo, Udyr, Sett, Carry_Braum, Lee_Sin",1.60,40.0%,100.0%
1585,7,"Carry_s3star_Kayle, Udyr, Carry_Sett, Carry_Braum, Carry_Zyra, Zac, Aatrox, Dr._Mundo",1.71,57.1%,100.0%
191,8,"Carry_g3star_Kayle, Carry_g3star_Zac, Aatrox, Carry_Udyr, Carry_Sett, Carry_Lee_Sin, Carry_Zyra, Dr._Mundo",1.75,50.0%,100.0%
760,24,"Carry_g3star_Kayle, Naafiri, Carry_s3star_Zac, Carry_Udyr, Carry_Sett, Carry_Braum, Carry_Lee_Sin, Aatrox",1.75,41.7%,100.0%
694,80,"Carry_g3star_Kayle, Carry_g3star_Zac, Udyr, Carry_Sett, Carry_Braum, Carry_Lee_Sin, Aatrox, Dr._Mundo",1.76,51.2%,98.8%
1559,5,"Carry_g3star_Kayle, s3star_Zac, Carry_g3star_Aatrox, Dr._Mundo, Udyr, Carry_Sett, Carry_Braum, Carry_Lee_Sin",1.80,40.0%,100.0%
488,7,"Carry_s3star_Kayle, Naafiri, Carry_Dr._Mundo, Udyr, Carry_Braum, Carry_Lee_Sin, Zac, Aatrox",1.86,57.1%,100.0%
1498,8,"Carry_g3star_Kayle, Naafiri, Carry_s3star_Zac, Aatrox, Carry_Dr._Mundo, Carry_Udyr, Carry_Sett, Carry_Braum",1.88,25.0%,100.0%
1101,23,"Carry_g3star_Kayle, Carry_s3star_Zac, Dr._Mundo, Carry_Udyr, Carry_Braum, Carry_Lee_Sin, Aatrox, Naafiri",1.96,52.2%,95.7%
1068,34,"Carry_g3star_Kayle, Dr._Mundo, Carry_Udyr, Carry_Sett, Carry_Braum, Carry_Lee_Sin, Zac, Aatrox",1.97,47.1%,97.1%
1901,8,"Carry_g3star_Kayle, Naafiri, Carry_s3star_Zac, Carry_s3star_Aatrox, Dr._Mundo, Udyr, Carry_Sett, Carry_Braum",2.00,37.5%,100.0%
14,79,"Carry_g3star_Kayle, Udyr, Carry_Sett, Carry_Braum, Carry_Lee_Sin, Zac, Dr._Mundo, Naafiri",2.01,53.2%,92.4%
403,8,"Carry_s3star_Kayle, Udyr, Carry_Ashe, Carry_Sett, Carry_Lee_Sin, Naafiri, Aatrox, Dr._Mundo",2.12,37.5%,100.0%
1660,6,"Carry_g3star_Kayle, Naafiri, Carry_s3star_Zac, Aatrox, Carry_s3star_Dr._Mundo, Udyr, Carry_Sett, Carry_Lee_Sin",2.17,50.0%,100.0%
1999,6,"Carry_s3star_Kayle, Dr._Mundo, Carry_Sett, Carry_Braum, Carry_Lee_Sin, Carry_Varus, Udyr, Naafiri",2.17,33.3%,100.0%
657,70,"Carry_g3star_Kayle, Carry_g3star_Zac, Udyr, Carry_Braum, Carry_Lee_Sin, Aatrox, Dr._Mundo, Sett",2.24,40.0%,90.0%
1066,10,"Carry_g3star_Kayle, Carry_g3star_Zac, Aatrox, Udyr, Carry_Sett, Carry_Lee_Sin, Carry_Varus, Naafiri",2.30,30.0%,90.0%
2231,6,"Carry_g3star_Kayle, Aatrox, Dr._Mundo, Udyr, Carry_Sett, Carry_Braum, Carry_Varus, Naafiri",2.33,50.0%,83.3%
1287,11,"Carry_g3star_Kayle, Naafiri, Carry_s3star_Zac, Dr._Mundo, Carry_Udyr, Carry_Sett, Carry_Braum, Aatrox",2.36,54.5%,81.8%
1740,16,"Carry_g3star_Kayle, Aatrox, Carry_Udyr, Carry_Sett, Carry_Lee_Sin, Carry_Zyra, Zac, Dr._Mundo",2.38,25.0%,93.8%
539,5,"Carry_g3star_Kayle, Naafiri, Carry_Zac, Aatrox, Carry_Dr._Mundo, Udyr, Carry_Sett, Carry_Braum",2.40,60.0%,80.0%
973,12,"Carry_g3star_Kayle, Carry_g3star_Zac, Aatrox, Udyr, Carry_Sett, Carry_Zyra, Naafiri, Dr._Mundo",2.67,33.3%,83.3%
740,16,"Carry_g3star_Kayle, Carry_Udyr, Carry_Sett, Carry_Braum, Naafiri, Aatrox, Dr._Mundo, Zac",2.69,31.2%,81.2%
183,7,"Carry_s3star_Kayle, Zac, Aatrox, Udyr, Carry_Sett, Lee_Sin, Carry_Zyra, Dr._Mundo",2.71,57.1%,71.4%
119,7,"Carry_g3star_Kayle, Carry_s3star_Naafiri, Carry_g3star_Zac, Carry_g3star_Aatrox, Dr._Mundo, Carry_Udyr, Carry_Sett, Lee_Sin",2.86,14.3%,85.7%
597,15,"Carry_s3star_Kayle, Aatrox, Dr._Mundo, Carry_Sett, Carry_Braum, Zac, Udyr, Naafiri",2.87,26.7%,93.3%
1569,17,"Carry_s3star_Kayle, Naafiri, Zac, Carry_s3star_Aatrox, Carry_Sett, Carry_Lee_Sin, Dr._Mundo, Udyr",2.94,23.5%,88.2%
727,5,"Carry_s3star_Kayle, Carry_s3star_Zac, Udyr, Carry_Braum, Carry_Varus, Aatrox, K'Sante, Jhin",3.00,20.0%,100.0%
50,51,"Carry_g3star_Kayle, Carry_g3star_Zac, Aatrox, Dr._Mundo, Carry_Sett, Carry_Braum, Naafiri, Udyr",3.04,21.6%,78.4%
1086,5,"Carry_g3star_Kayle, Carry_g3star_Zac, Aatrox, Udyr, Carry_Sett, Carry_Twisted_Fate, Naafiri, Lee_Sin",3.20,20.0%,80.0%
504,38,"Carry_g3star_Kayle, Carry_s3star_Zac, Aatrox, Carry_Udyr, Carry_Sett, Carry_Lee_Sin, Naafiri, Dr._Mundo",3.29,13.2%,71.0%
946,53,"Carry_g3star_Kayle, Carry_Sett, Carry_Lee_Sin, Udyr, Naafiri, Zac, Aatrox, Dr._Mundo",3.42,20.8%,71.7%
700,7,"Carry_s3star_Kayle, Carry_Sett, Carry_Twisted_Fate, Udyr, Zac, Lee_Sin, Naafiri, Aatrox",3.43,14.3%,85.7%
1617,9,"Carry_g3star_Kayle, Carry_s3star_Naafiri, Carry_s3star_Zac, Carry_g3star_Aatrox, Udyr, Carry_Sett, Dr._Mundo, Vi",3.44,22.2%,55.6%
874,26,"Carry_s3star_Kayle, Carry_Udyr, Carry_Sett, Carry_Lee_Sin, Aatrox, Zac, Naafiri, Dr._Mundo",3.62,15.4%,61.5%
1788,8,"Carry_s3star_Kayle, Zac, Aatrox, Carry_Udyr, Carry_Sett, Carry_Zyra, Naafiri, Dr._Mundo",3.62,25.0%,50.0%
1334,5,"Carry_g3star_Kayle, Carry_s3star_Zac, Udyr, Carry_K'Sante, Carry_Sett, Naafiri, Aatrox, Dr._Mundo",4.00,0.0%,80.0%
562,43,"Carry_g3star_Kayle, Carry_g3star_Zac, Carry_Braum, Aatrox, Udyr, Naafiri, Dr._Mundo, Sett",4.05,13.9%,60.5%
1412,6,"Carry_g3star_Kayle, Carry_g3star_Zac, Carry_Malzahar, Carry_Sett, Aatrox, Udyr, Dr._Mundo, Lee_Sin",4.83,0.0%,33.3%
1335,19,"Carry_g3star_Kayle, Carry_g3star_Aatrox, Carry_Udyr, Carry_Sett, Zac, Dr._Mundo, Naafiri, Vi",4.84,10.5%,36.8%
1551,16,"Carry_g3star_Kayle, Carry_s3star_Naafiri, Carry_g3star_Zac, Carry_Udyr, Carry_Sett, Aatrox, Dr._Mundo, Vi",4.88,0.0%,37.5%
574,81,"Carry_g3star_Kayle, Carry_g3star_Zac, Carry_Udyr, Carry_Sett, Naafiri, Aatrox, Dr._Mundo, Vi",5.11,4.9%,32.1%
62,43,"Carry_g3star_Kayle, Carry_g3star_Zac, Carry_s3star_Aatrox, Carry_Sett, Dr._Mundo, Udyr, Naafiri, Vi",5.16,4.7%,37.2%
1311,20,"Carry_g3star_Kayle, Zac, Carry_g3star_Aatrox, Udyr, Carry_Sett, Dr._Mundo, Naafiri, Vi",5.40,15.0%,25.0%
