sub_cluster_id,size,top_8_units,avg_place,winrate,top4_rate
1841,10,"Naafiri, Carry_Dr._Mundo, Carry_g3star_Vi, Carry_Udyr, Carry_Ashe, Carry_Sett, Carry_Zyra, Aatrox",3.00,20.0%,90.0%
2002,6,"Carry_s3star_Dr._Mundo, Carry_g3star_Vi, Udyr, Carry_Ashe, Carry_Sett, Carry_Lee_Sin, Naafiri, Braum",3.00,0.0%,83.3%
174,11,"Naafiri, Carry_s3star_Dr._Mundo, Carry_g3star_Vi, Udyr, Carry_Ashe, Carry_Sett, Carry_Zyra, Aatrox",3.27,27.3%,72.7%
1444,5,"Naafiri, Carry_s3star_Dr._Mundo, Carry_g3star_Vi, Udyr, Carry_Ashe, Sett, Carry_Zyra, Lee_Sin",3.40,20.0%,80.0%
99,12,"Naafiri, Carry_Dr._Mundo, Carry_Vi, Carry_g3star_Smolder, Carry_Udyr, Carry_Sett, Aatrox, Ashe",3.92,16.7%,58.3%
1763,6,"Naafiri, Carry_Dr._Mundo, Vi, Carry_Udyr, Carry_Ashe, Carry_Sett, Aatrox, Braum",4.33,0.0%,50.0%
566,12,"Carry_s3star_Dr._Mundo, Carry_s3star_Vi, Carry_Ashe, Carry_Sett, Naafiri, Udyr, Lee_Sin, Zyra",4.50,0.0%,41.7%
1978,8,"Carry_g3star_Dr._Mundo, Carry_s3star_Vi, Udyr, Carry_Braum, Naafiri, Aatrox, Sett, Gnar",4.50,0.0%,50.0%
2175,5,"Naafiri, Carry_Dr._Mundo, Vi, Carry_Udyr, Carry_Ashe, Carry_Sett, Carry_Zyra, Aatrox",4.80,0.0%,40.0%
616,23,"Carry_s3star_Dr._Mundo, Carry_g3star_Vi, Carry_Udyr, Carry_Ashe, Sett, Naafiri, Aatrox, Zyra",4.87,8.7%,39.1%
1571,9,"Carry_Dr._Mundo, Carry_Ashe, Carry_Sett, Udyr, Vi, Naafiri, Aatrox, Swain",6.11,0.0%,22.2%
1965,5,"Naafiri, Aatrox, Carry_s3star_Dr._Mundo, Carry_g3star_Vi, Udyr, Carry_Sett, Volibear, Gnar",6.20,0.0%,0.0%
1874,11,"Carry_s3star_Dr._Mundo, Carry_Vi, Aatrox, Naafiri, Udyr, Sett, Gnar, Volibear",6.27,9.1%,9.1%
1268,22,"Carry_s3star_Dr._Mundo, Carry_s3star_Vi, Carry_Ashe, Udyr, Sett, Naafiri, Aatrox, Swain",6.59,0.0%,13.6%
1170,5,"Syndra, Carry_Dr._Mundo, Vi, Janna, Carry_Ashe, Swain, JarvanIV, Braum",8.00,0.0%,0.0%
