sub_cluster_id,size,top_8_units,avg_place,winrate,top4_rate
1785,6,"Carry_g3star_Kayle, Carry_g3star_Zac, Carry_g3star_Aatrox, Udyr, Carry_K'Sante, Jhin, Malzahar, Dr._Mundo",4.50,0.0%,50.0%
878,50,"Carry_g3star_Kayle, Carry_g3star_Zac, Carry_Udyr, Carry_Lee_Sin, Aatrox, Naafiri, Dr._Mundo, Sett",4.52,12.0%,48.0%
2068,7,"Carry_g3star_Kayle, Carry_s3star_Zac, Aatrox, Carry_Zyra, Naafiri, Udyr, Sett, Dr._Mundo",4.57,14.3%,42.9%
432,142,"Carry_g3star_Kayle, Carry_g3star_Zac, Carry_Lee_Sin, Udyr, Aatrox, Naafiri, Dr._Mundo, Sett",4.82,9.9%,41.5%
887,12,"Carry_g3star_Kayle, Carry_s3star_Zac, Carry_g3star_Aatrox, Carry_Malzahar, Udyr, Jhin, K'Sante, Varus",4.83,0.0%,50.0%
2087,6,"Carry_s3star_Kayle, Carry_s3star_Zac, Carry_K'Sante, Carry_Poppy, Jayce, Aatrox, Kobuko, Jhin",4.83,0.0%,50.0%
404,16,"Carry_s3star_Kayle, Naafiri, Carry_s3star_Zac, Carry_s3star_Aatrox, Carry_Udyr, Carry_Sett, Dr._Mundo, Vi",4.88,0.0%,37.5%
1273,6,"Carry_g3star_Kayle, Carry_s3star_Zac, Aatrox, Carry_Udyr, Carry_K'Sante, Jhin, Malzahar, Varus",5.00,16.7%,50.0%
1645,6,"Carry_g3star_Kayle, Carry_s3star_Zac, Carry_g3star_Aatrox, Carry_Vi, Carry_Udyr, Dr._Mundo, Naafiri, Sett",5.33,0.0%,33.3%
1198,11,"Carry_g3star_Kayle, Carry_s3star_Zac, Carry_Malzahar, Carry_Udyr, Aatrox, Jhin, K'Sante, Naafiri",5.36,18.2%,27.3%
1918,5,"Carry_s3star_Kayle, Carry_s3star_Zac, Carry_Udyr, Carry_Ashe, Aatrox, Dr._Mundo, Naafiri, Sett",5.40,20.0%,40.0%
354,48,"Carry_s3star_Kayle, Carry_s3star_Zac, Carry_K'Sante, Jhin, Udyr, Aatrox, Malzahar, Varus",5.56,6.2%,20.8%
820,7,"Carry_g3star_Kayle, Carry_s3star_Zac, Carry_Yone, Aatrox, Udyr, Naafiri, Dr._Mundo, Sett",5.57,0.0%,14.3%
1092,10,"Carry_g3star_Kayle, Carry_g3star_Zac, Udyr, Carry_Twisted_Fate, Aatrox, Naafiri, Dr._Mundo, Vi",5.60,0.0%,30.0%
1513,6,"Carry_s3star_Kayle, Carry_g3star_Zac, Aatrox, Carry_s3star_Jhin, Malzahar, Carry_Udyr, K'Sante, Dr._Mundo",5.67,0.0%,33.3%
214,34,"Carry_g3star_Kayle, Naafiri, Carry_s3star_Zac, Aatrox, Carry_Dr._Mundo, Carry_Udyr, Vi, Sett",5.68,8.8%,20.6%
1930,7,"Carry_s3star_Kayle, Carry_g3star_Zac, Carry_Jhin, Carry_Malzahar, Udyr, Aatrox, K'Sante, Caitlyn",5.71,0.0%,14.3%
1887,11,"Carry_s3star_Kayle, Carry_s3star_Zac, Carry_Ashe, Aatrox, Udyr, Naafiri, Sett, Vi",5.91,0.0%,9.1%
2075,10,"Carry_g3star_Kayle, Carry_s3star_Zac, Carry_Darius, Aatrox, Kobuko, Jayce, Poppy, Kai'Sa",6.10,0.0%,10.0%
2239,5,"Kayle, Carry_s3star_Zac, Carry_g3star_Jhin, Carry_Malzahar, Kobuko, K'Sante, Neeko, Poppy",6.20,0.0%,0.0%
419,45,"Carry_s3star_Kayle, Carry_s3star_Zac, Carry_Jhin, Malzahar, Aatrox, Udyr, K'Sante, Neeko",6.27,0.0%,6.7%
2099,5,"Carry_s3star_Kayle, Carry_s3star_Zac, Carry_Kai'Sa, Aatrox, Darius, Udyr, s3star_Kobuko, K'Sante",6.40,0.0%,20.0%
507,50,"Carry_g3star_Kayle, Carry_g3star_Zac, Carry_Malzahar, Aatrox, Jhin, Udyr, K'Sante, Varus",6.54,0.0%,8.0%
446,219,"Carry_g3star_Kayle, Carry_s3star_Zac, Carry_Udyr, Aatrox, Dr._Mundo, Naafiri, Vi, Sett",6.56,0.5%,5.5%
1799,6,"Carry_g3star_Kayle, Carry_g3star_Zac, Carry_Kobuko, Aatrox, Jayce, Darius, Malzahar, Gangplank",6.67,0.0%,0.0%
859,5,"Carry_s3star_Kayle, Carry_s3star_Zac, Carry_Viego, Udyr, Aatrox, Malzahar, Naafiri, Kai'Sa",7.00,0.0%,0.0%
1903,5,"Carry_g3star_Kayle, Naafiri, Carry_s3star_Zac, Aatrox, Dr._Mundo, Udyr, Carry_Volibear, Sett",7.20,0.0%,0.0%
156,264,"Carry_s3star_Kayle, Carry_s3star_Zac, Aatrox, Udyr, Naafiri, Dr._Mundo, Vi, Sett",7.21,0.0%,1.9%
