sub_cluster_id,size,top_8_units,avg_place,winrate,top4_rate
9,112,"Carry_Rakan, Carry_Malzahar, Carry_K'Sante, Carry_Leona, Carry_Yuumi, Carry_Seraphine, Ezreal, Garen",2.41,23.2%,95.5%
773,24,"Ezreal, Carry_Garen, Carry_Rakan, Carry_Malzahar, Carry_K'Sante, Carry_Leona, Carry_Yuumi, Carry_Seraphine",2.50,25.0%,91.7%
2019,13,"Carry_s3star_Rakan, Carry_g3star_Katarina, Carry_Akali, Carry_Leona, Carry_Yuumi, Ezreal, Garen, Jayce",2.62,38.5%,84.6%
1908,6,"Ezreal, Carry_Rakan, Carry_K'Sante, Carry_Yuumi, Carry_Seraphine, Garen, Leona, Syndra",2.83,0.0%,100.0%
508,13,"Ezreal, Carry_Garen, Carry_Rakan, Carry_K'Sante, Carry_Leona, Carry_Yuumi, Carry_Seraphine, Malzahar",2.92,30.8%,76.9%
458,5,"Carry_s3star_Ezreal, Carry_s3star_Garen, Rakan, Carry_Jayce, Carry_Leona, Carry_Yuumi, Syndra, Caitlyn",3.00,20.0%,80.0%
1131,14,"Garen, Carry_s3star_Rakan, Carry_s3star_Katarina, Carry_Caitlyn, Carry_Leona, Carry_Yuumi, Ezreal, Ryze",3.00,42.9%,71.4%
1224,16,"Carry_Ezreal, Garen, Carry_Rakan, Carry_s3star_Malzahar, Carry_K'Sante, Carry_Leona, Carry_Yuumi, Syndra",3.00,6.2%,87.5%
1675,7,"Ezreal, Carry_Garen, Carry_Rakan, Carry_Jayce, Carry_Leona, Carry_Yuumi, Carry_Seraphine, Katarina",3.14,28.6%,71.4%
1288,22,"Ezreal, Carry_Garen, Carry_Rakan, Carry_Malzahar, Carry_K'Sante, Carry_Leona, Carry_Yuumi, Syndra",3.32,9.1%,77.3%
684,173,"Ezreal, Carry_Rakan, Carry_Malzahar, Carry_K'Sante, Carry_Leona, Carry_Yuumi, Garen, Syndra",3.33,18.5%,75.1%
1468,17,"Ezreal, Carry_Garen, Carry_Rakan, Carry_Leona, Carry_Yuumi, Carry_Seraphine, Syndra, Malzahar",3.47,17.6%,76.5%
1962,10,"Carry_Ezreal, Garen, Carry_Malzahar, Carry_Leona, Carry_Yuumi, Carry_Seraphine, Syndra, Rakan",3.50,0.0%,80.0%
347,7,"Carry_Ezreal, Garen, Carry_s3star_Rakan, Carry_s3star_Katarina, Carry_Jayce, Carry_Yuumi, Leona, Ryze",3.86,28.6%,71.4%
1819,6,"Carry_s3star_Ezreal, Garen, Carry_Rakan, Carry_Leona, Carry_Yuumi, Syndra, Caitlyn, Jayce",4.00,16.7%,50.0%
29,56,"Ezreal, Carry_Rakan, Carry_Leona, Carry_Yuumi, Carry_Seraphine, Garen, Syndra, Malzahar",4.04,10.7%,53.6%
2126,9,"Ezreal, Carry_Garen, Carry_Rakan, Carry_Leona, Carry_Yuumi, Malzahar, Seraphine, Jayce",4.11,0.0%,55.6%
2051,8,"Ezreal, Garen, Carry_Rakan, Carry_Jayce, Carry_Leona, Carry_Yuumi, Carry_Seraphine, Syndra",4.12,12.5%,62.5%
857,13,"Carry_Ezreal, Carry_Leona, Carry_Yuumi, Carry_Seraphine, Garen, Rakan, Syndra, Malzahar",4.23,15.4%,46.1%
276,24,"Carry_Ezreal, Carry_K'Sante, Carry_Leona, Carry_Yuumi, Garen, Rakan, Malzahar, Syndra",4.58,12.5%,62.5%
843,9,"Ezreal, Carry_Rakan, Carry_Jayce, Carry_Leona, Carry_Yuumi, Garen, Seraphine, Ryze",4.89,11.1%,44.4%
1587,10,"Carry_Ezreal, Carry_s3star_Caitlyn, Carry_Leona, Carry_Yuumi, Rakan, Garen, Jayce, K'Sante",4.90,0.0%,40.0%
433,39,"Carry_Ezreal, Carry_Leona, Carry_Yuumi, Rakan, Garen, Jayce, Syndra, Malzahar",5.38,7.7%,20.5%
1976,5,"Carry_Ezreal, Carry_Rakan, Carry_Malzahar, Carry_Leona, Carry_Yuumi, Garen, Syndra, K'Sante",5.60,0.0%,20.0%
784,6,"Garen, Carry_Rakan, Carry_Yuumi, Carry_Seraphine, Ezreal, Syndra, K'Sante, Jayce",5.83,0.0%,33.3%
452,30,"Carry_Rakan, Carry_Leona, Carry_Yuumi, Ezreal, Garen, Malzahar, Syndra, Jayce",5.93,0.0%,20.0%
1989,7,"Carry_Ezreal, Carry_Rakan, Carry_Yuumi, Garen, Jayce, Leona, Syndra, Caitlyn",6.29,0.0%,28.6%
289,9,"Carry_Rakan, Carry_Yuumi, Ezreal, Garen, Malzahar, Leona, Katarina, Jayce",7.78,0.0%,0.0%
