sub_cluster_id,size,top_8_units,avg_place,winrate,top4_rate
708,7,"Carry_g3star_Sivir, Carry_g3star_Malphite, Carry_g3star_Shen, Janna, g3star_Ziggs, Carry_Braum, Carry_Twisted_Fate, Ryze",1.57,57.1%,100.0%
1190,10,"Carry_g3star_Sivir, Carry_g3star_Malphite, Carry_g3star_Shen, Janna, Carry_g3star_Ziggs, Carry_Ryze, Carry_Twisted_Fate, JarvanIV",1.60,60.0%,100.0%
1504,5,"Carry_g3star_Sivir, Carry_g3star_Malphite, Carry_g3star_Shen, Janna, Carry_g3star_Ziggs, JarvanIV, Carry_Ekko, Gnar",1.60,80.0%,100.0%
652,13,"Carry_g3star_Sivir, Carry_g3star_Malphite, g3star_Shen, Janna, Carry_g3star_Ziggs, JarvanIV, Carry_Braum, Carry_Twisted_Fate",1.69,76.9%,92.3%
897,9,"Carry_g3star_Sivir, Carry_g3star_Malphite, Carry_g3star_Shen, Janna, Carry_g3star_Ziggs, Carry_JarvanIV, Carry_Braum, Ryze",2.11,44.4%,100.0%
1719,6,"Carry_s3star_Malphite, g3star_Shen, Carry_g3star_Ziggs, Carry_K'Sante, Carry_Twisted_Fate, g3star_Sivir, Janna, Rakan",2.17,66.7%,83.3%
1845,6,"Carry_g3star_Sivir, Carry_g3star_Malphite, s3star_Shen, Janna, Carry_g3star_Ziggs, Carry_Ryze, JarvanIV, Carry_Twisted_Fate",2.17,66.7%,83.3%
685,7,"Carry_g3star_Sivir, Carry_g3star_Malphite, Carry_g3star_Shen, Carry_s3star_Ziggs, Carry_Volibear, Janna, JarvanIV, Ryze",2.43,28.6%,100.0%
97,249,"Carry_g3star_Sivir, Carry_g3star_Malphite, Carry_g3star_Shen, Carry_g3star_Ziggs, Carry_Twisted_Fate, Janna, JarvanIV, Ryze",2.49,38.1%,85.9%
1654,6,"Carry_g3star_Sivir, Carry_g3star_Malphite, Carry_g3star_Shen, Carry_g3star_Ziggs, Carry_K'Sante, Carry_Twisted_Fate, Janna, Neeko",2.50,50.0%,66.7%
682,9,"Carry_g3star_Sivir, s3star_Malphite, Carry_s3star_Shen, Janna, Carry_g3star_Ziggs, Ryze, Carry_JarvanIV, Twisted_Fate",3.00,22.2%,66.7%
1589,5,"Carry_g3star_Sivir, Carry_g3star_Malphite, Carry_g3star_Shen, Janna, Carry_g3star_Ziggs, Ryze, Carry_Varus, Twisted_Fate",3.20,20.0%,80.0%
1649,14,"Carry_s3star_Gnar, Carry_g3star_Sivir, Carry_g3star_Malphite, Carry_g3star_Shen, Carry_s3star_Ziggs, Janna, JarvanIV, Twisted_Fate",3.21,14.3%,78.6%
