sub_cluster_id,size,top_8_units,avg_place,winrate,top4_rate
339,16,"Carry_Viego, Carry_Samira, Carry_Sett, Carry_Volibear, Carry_Braum, Carry_Gwen, Naafiri, Xin_Zhao",2.31,18.8%,100.0%
769,55,"Xin_Zhao, Carry_Viego, Carry_Samira, Carry_Sett, Carry_Braum, Carry_Gwen, Naafiri, Lux",2.47,41.8%,81.8%
1047,11,"Lux, Carry_Xin_Zhao, Carry_Viego, Carry_Samira, Carry_Sett, Carry_Volibear, Carry_Gwen, Kalista",2.73,27.3%,90.9%
564,103,"Carry_Viego, Carry_Samira, Carry_Sett, Carry_Volibear, Carry_Gwen, Xin_Zhao, Naafiri, Lux",3.22,17.5%,74.8%
1544,6,"Naafiri, Lux, Xin_Zhao, Carry_Viego, Samira, Carry_Sett, Carry_Volibear, Carry_Gwen",3.83,0.0%,83.3%
1051,6,"Naafiri, Lux, Xin_Zhao, Carry_s3star_Viego, Carry_Sett, Carry_Gwen, Samira, Udyr",4.00,33.3%,66.7%
1669,6,"Kalista, Carry_Naafiri, Lux, Carry_Xin_Zhao, Carry_Viego, Carry_Samira, Carry_Sett, Carry_Gwen",4.17,33.3%,33.3%
141,13,"Carry_Naafiri, Lux, Xin_Zhao, Carry_Viego, Carry_Samira, Carry_Sett, Carry_Gwen, Kalista",5.00,7.7%,38.5%
1410,9,"Naafiri, Lux, Carry_Sett, Carry_Volibear, Carry_Gwen, Xin_Zhao, Viego, Samira",5.67,11.1%,22.2%
1018,12,"Naafiri, Lux, Carry_Viego, Carry_Samira, Sett, Carry_Gwen, Xin_Zhao, Kalista",6.17,0.0%,16.7%
1692,6,"Carry_Viego, Carry_Gwen, Udyr, Sett, Naafiri, Lux, Xin_Zhao, Samira",7.00,0.0%,0.0%
1257,14,"Carry_Sett, Carry_Gwen, Viego, Samira, Kalista, Naafiri, Lux, Xin_Zhao",7.43,0.0%,0.0%
