sub_cluster_id,size,top_8_units,avg_place,winrate,top4_rate
239,20,"Lux, Carry_Swain, Carry_Karma, Carry_JarvanIV, Carry_Braum, Carry_Gwen, Carry_Zyra, Galio",1.50,75.0%,100.0%
1871,26,"Lucian, Swain, Carry_Karma, Carry_JarvanIV, Carry_Braum, Carry_Gwen, Carry_Zyra, Galio",1.58,53.9%,100.0%
1429,5,"Xin_Zhao, Ryze, Karma, Carry_JarvanIV, Carry_Volibear, Carry_Gwen, Carry_Yone, Carry_Zyra",1.60,80.0%,100.0%
1490,7,"Lucian, Lux, Carry_Swain, Carry_Ryze, Carry_Karma, Carry_JarvanIV, Carry_Gwen, Carry_Zyra",1.86,42.9%,100.0%
1173,5,"Carry_JarvanIV, Carry_Gwen, Carry_Lee_Sin, Carry_Yone, Carry_Zyra, Galio, Karma, Braum",2.20,20.0%,100.0%
2267,8,"Swain, Carry_Ryze, Carry_Karma, Carry_JarvanIV, Carry_Gwen, Carry_Zyra, Galio, Lucian",2.25,37.5%,100.0%
1431,8,"Carry_Kennen, Lucian, Lux, Carry_Swain, Carry_Karma, Carry_JarvanIV, Carry_Gwen, Carry_Zyra",2.38,37.5%,100.0%
1015,73,"Lucian, Carry_Swain, Carry_Karma, Carry_JarvanIV, Carry_Gwen, Carry_Zyra, Galio, Lux",2.41,35.6%,90.4%
1422,6,"Aatrox, Kobuko, Udyr, Carry_Yasuo, Senna, Carry_Ryze, Carry_JarvanIV, Carry_Yone",2.67,0.0%,100.0%
1853,11,"Lucian, Aatrox, Carry_Karma, Carry_JarvanIV, Carry_Yone, Carry_Zyra, Carry_s3star_Galio, Gangplank",3.18,27.3%,63.6%
738,5,"Ryze, Carry_JarvanIV, Carry_Volibear, Braum, Carry_Yone, Carry_Zyra, Galio, Karma",3.20,20.0%,80.0%
332,41,"Karma, Carry_JarvanIV, Carry_Gwen, Carry_Yone, Carry_Zyra, Galio, Volibear, Ryze",3.51,31.7%,68.3%
1651,8,"Karma, Carry_JarvanIV, Carry_Braum, Carry_Gwen, Carry_Zyra, Galio, Ryze, Volibear",3.62,25.0%,75.0%
911,5,"Lucian, Lux, Swain, Carry_Ryze, Carry_Karma, Carry_JarvanIV, Carry_Zyra, Galio",3.80,0.0%,60.0%
126,91,"Carry_Ryze, Carry_JarvanIV, Carry_Yone, Carry_Zyra, Galio, Udyr, Yasuo, Kobuko",3.84,7.7%,67.0%
353,5,"Kobuko, Carry_Udyr, Carry_Yasuo, Senna, Carry_Ryze, Carry_JarvanIV, Carry_Yone, Carry_Zyra",4.00,0.0%,60.0%
1906,5,"Lucian, Lux, Swain, Ryze, Carry_Karma, Carry_JarvanIV, Gwen, Carry_Zyra",4.00,0.0%,60.0%
667,16,"Kobuko, Carry_Udyr, Yasuo, Carry_Ryze, Carry_JarvanIV, Carry_Yone, Carry_Zyra, Galio",4.12,6.2%,62.5%
1665,6,"Kobuko, Carry_Udyr, Yasuo, Carry_Ryze, Carry_JarvanIV, Carry_Lee_Sin, Carry_Zyra, Galio",4.17,0.0%,66.7%
2140,5,"Carry_K'Sante, Carry_Ryze, Carry_JarvanIV, Carry_Zyra, Janna, Kobuko, Udyr, Yasuo",4.60,20.0%,60.0%
75,28,"Carry_JarvanIV, Carry_Yone, Carry_Zyra, Ryze, Galio, Volibear, Braum, Karma",5.07,14.3%,32.1%
299,14,"Carry_Ryze, Carry_JarvanIV, Carry_Zyra, Kobuko, Udyr, Yasuo, Galio, Senna",5.29,0.0%,35.7%
1610,8,"Carry_JarvanIV, Carry_Yone, Galio, Ryze, Xin_Zhao, Karma, Volibear, Zyra",5.50,0.0%,37.5%
490,11,"Carry_JarvanIV, Carry_Gwen, Carry_Zyra, Xin_Zhao, Karma, Volibear, Ryze, Braum",5.55,9.1%,18.2%
1000,31,"Carry_Karma, Carry_JarvanIV, Carry_Zyra, Galio, Lucian, Swain, Lux, Janna",5.71,3.2%,22.6%
1293,20,"Vi, Janna, Carry_Swain, Carry_Ashe, Carry_JarvanIV, Carry_Zyra, Syndra, Udyr",6.00,5.0%,10.0%
664,12,"Carry_Ashe, Carry_JarvanIV, Carry_Zyra, Vi, Janna, Swain, Udyr, Syndra",6.67,0.0%,0.0%
1957,6,"Carry_JarvanIV, Carry_Zyra, Lee_Sin, Yone, Gwen, Janna, Senna, Volibear",7.67,0.0%,0.0%
