sub_cluster_id,size,top_8_units,avg_place,winrate,top4_rate
1186,5,"Carry_g3star_Kai'Sa, Carry_s3star_Darius, Carry_Akali, Ryze, Carry_JarvanIV, Kobuko, Udyr, Yasuo",1.80,60.0%,100.0%
1485,9,"Kennen, Carry_Darius, Carry_Akali, Carry_K'Sante, Ryze, Carry_JarvanIV, Carry_Varus, Janna",2.11,22.2%,100.0%
2060,5,"Janna, Carry_Darius, Carry_Akali, Carry_K'Sante, Ryze, Carry_JarvanIV, Carry_Zyra, Kennen",2.60,40.0%,80.0%
2295,5,"Carry_s3star_Kennen, Rakan, Janna, Carry_Darius, Neeko, Carry_Akali, Carry_K'Sante, Malphite",2.80,0.0%,100.0%
1764,11,"Carry_Darius, Carry_Akali, Carry_K'Sante, Carry_Ryze, Janna, Kennen, Zac, JarvanIV",3.64,9.1%,54.5%
1881,6,"Kennen, Carry_s3star_Kai'Sa, Carry_s3star_Darius, Carry_Akali, Carry_K'Sante, Zac, Kayle, Neeko",3.83,0.0%,50.0%
1358,22,"Carry_Darius, Carry_Akali, Carry_K'Sante, Carry_JarvanIV, Janna, Ryze, Kennen, Neeko",4.41,4.5%,59.1%
603,13,"Carry_Darius, Carry_Akali, Carry_K'Sante, Kennen, Ryze, Varus, Janna, Neeko",5.38,0.0%,30.8%
519,6,"Kennen, Carry_s3star_Kai'Sa, Carry_s3star_Darius, Carry_K'Sante, Akali, Zac, Neeko, Kayle",6.00,0.0%,16.7%
1460,9,"Carry_Darius, Carry_Akali, Carry_JarvanIV, Kennen, Ryze, Kai'Sa, Janna, Zyra",6.33,0.0%,11.1%
1403,18,"Carry_Akali, Carry_JarvanIV, Kennen, Ryze, Janna, Neeko, Darius, Senna",7.56,0.0%,0.0%
1310,6,"Kennen, Carry_Darius, Carry_K'Sante, Janna, Akali, Ryze, JarvanIV, Neeko",8.00,0.0%,0.0%
