sub_cluster_id,size,top_8_units,avg_place,winrate,top4_rate
1700,7,"Neeko, Carry_Jinx, Carry_K'Sante, Carry_Poppy, Carry_Seraphine, Carry_Varus, Syndra, Ahri",2.43,42.9%,71.4%
771,58,"Carry_Jinx, Carry_K'Sante, Carry_Poppy, Carry_Varus, Neeko, Zac, Jhin, Malzahar",3.60,12.1%,69.0%
1426,6,"Rell, Syndra, Ahri, Neeko, Carry_Jinx, Carry_K'Sante, Poppy, Carry_Seraphine",3.67,0.0%,83.3%
374,45,"Neeko, Carry_Jinx, Carry_K'Sante, Carry_Poppy, Carry_Seraphine, Syndra, Ahri, Rell",3.71,17.8%,75.6%
131,10,"Neeko, Carry_Jinx, Carry_K'Sante, Carry_Gwen, Carry_Varus, Rell, Gnar, Jhin",4.10,0.0%,70.0%
2080,5,"Zac, Jhin, Carry_Malzahar, Neeko, Carry_Jinx, Carry_K'Sante, Poppy, Carry_Varus",4.20,0.0%,80.0%
690,47,"Rell, Carry_Ahri, Carry_Jinx, Carry_K'Sante, Carry_Poppy, Neeko, Syndra, Xayah",4.72,6.4%,48.9%
551,24,"Carry_Jinx, Carry_K'Sante, Carry_Poppy, Neeko, Ahri, Rell, Syndra, Seraphine",5.42,0.0%,20.8%
999,63,"Carry_Jinx, Carry_K'Sante, Carry_Varus, Jhin, Neeko, Zac, Gnar, Poppy",5.46,1.6%,30.2%
1827,7,"Carry_Jhin, Carry_Jinx, Carry_K'Sante, Carry_Poppy, Zac, Neeko, Kayle, Malzahar",5.57,0.0%,14.3%
1713,7,"Carry_Jhin, Carry_Jinx, Carry_K'Sante, Neeko, Zac, Poppy, Seraphine, Rell",6.43,0.0%,0.0%
1808,14,"Carry_Caitlyn, Carry_Jinx, Carry_K'Sante, Jhin, Neeko, Gnar, Rakan, Xin_Zhao",6.50,0.0%,21.4%
290,17,"Carry_Jinx, Carry_K'Sante, Neeko, Jhin, Caitlyn, Poppy, Varus, Janna",7.00,0.0%,0.0%
1782,5,"Zac, Jhin, Carry_Malzahar, Neeko, Carry_Jinx, Carry_K'Sante, Poppy, Kayle",7.20,0.0%,0.0%
