sub_cluster_id,size,top_8_units,avg_place,winrate,top4_rate
528,11,"Naafiri, Xin_Zhao, Carry_Viego, Carry_Samira, Carry_Sett, Carry_Braum, Carry_Gwen, Carry_Yone",1.73,36.4%,100.0%
346,114,"Carry_Ryze, Carry_Karma, Carry_JarvanIV, Carry_Braum, Carry_Gwen, Galio, Swain, Lucian",1.98,39.5%,98.2%
1633,5,"Naafiri, Carry_Lux, Xin_Zhao, Carry_Samira, Carry_Sett, Carry_Braum, Carry_Gwen, Carry_Yone",2.00,20.0%,100.0%
1305,5,"Xin_Zhao, Ryze, Carry_Karma, Carry_JarvanIV, Carry_Volibear, Carry_Braum, Carry_Gwen, Carry_Yone",2.20,40.0%,100.0%
687,40,"Carry_JarvanIV, Carry_Braum, Carry_Gwen, Carry_Yone, Galio, Ryze, Volibear, Xin_Zhao",2.33,42.5%,87.5%
481,13,"Carry_JarvanIV, Carry_Braum, Carry_Gwen, Carry_Yone, Carry_Twisted_Fate, Ryze, Galio, Volibear",2.62,15.4%,84.6%
1163,13,"Ryze, Carry_Karma, Carry_JarvanIV, Carry_Braum, Carry_Gwen, Carry_Yone, Galio, Xin_Zhao",2.62,30.8%,84.6%
866,16,"Carry_Samira, Carry_Braum, Carry_Gwen, Carry_Yone, Xin_Zhao, Lux, Sett, Viego",3.06,25.0%,81.2%
341,15,"Carry_Volibear, Carry_Braum, Carry_Gwen, Carry_Yone, Galio, Ryze, JarvanIV, Karma",3.67,13.3%,73.3%
806,13,"Carry_Ryze, Carry_Braum, Carry_Gwen, Carry_Yone, Galio, Karma, JarvanIV, Xin_Zhao",3.77,7.7%,76.9%
1339,6,"Karma, Carry_JarvanIV, Carry_Braum, Carry_Gwen, Galio, Ryze, Yone, Xin_Zhao",4.00,16.7%,50.0%
713,22,"Carry_Samira, Carry_Braum, Carry_Gwen, Naafiri, Lux, Xin_Zhao, Sett, Viego",4.82,4.5%,36.4%
113,59,"Carry_Braum, Carry_Gwen, Carry_Yone, Volibear, Ryze, Karma, Xin_Zhao, JarvanIV",5.12,8.5%,35.6%
1383,15,"Carry_Braum, Carry_Gwen, Volibear, Karma, Yone, Ryze, Lee_Sin, Xin_Zhao",5.13,0.0%,40.0%
1321,11,"Carry_Karma, JarvanIV, Carry_Braum, Carry_Yone, Galio, Volibear, Xin_Zhao, Ryze",5.64,0.0%,18.2%
699,8,"Carry_Braum, Carry_Yone, Lee_Sin, Galio, Volibear, Karma, Twisted_Fate, JarvanIV",6.12,0.0%,12.5%
