sub_cluster_id,size,top_8_units,avg_place,winrate,top4_rate
2153,5,"Carry_Rell, Syndra, Carry_s3star_Ahri, Neeko, Jinx, Carry_Poppy, Carry_Seraphine, Xayah",4.00,20.0%,60.0%
2211,5,"Carry_Syndra, Carry_Ahri, Carry_Swain, Neeko, Carry_Jinx, Carry_Poppy, Rell, Xayah",4.20,20.0%,60.0%
1061,26,"Carry_Ahri, Neeko, Carry_Jinx, Carry_Poppy, Carry_Gwen, Rell, Syndra, Seraphine",4.31,3.9%,65.4%
1053,18,"Rell, Syndra, Carry_Xayah, Carry_Ahri, Carry_Neeko, Carry_Jinx, Carry_Poppy, Kobuko",4.33,0.0%,61.1%
2092,5,"Rell, Syndra, Ahri, Carry_Neeko, Carry_Jinx, Carry_Poppy, Carry_Gwen, Seraphine",4.40,20.0%,60.0%
149,60,"Carry_Kobuko, Carry_Ahri, Neeko, Carry_Jinx, Carry_Poppy, Rell, Syndra, Xayah",4.57,8.3%,40.0%
211,136,"Carry_Ahri, Neeko, Carry_Poppy, Carry_Seraphine, Rell, Syndra, Jinx, Xayah",4.61,7.3%,44.9%
288,24,"Rell, Syndra, Carry_Xayah, Carry_Ahri, Neeko, Carry_Jinx, Carry_Poppy, Kobuko",4.67,4.2%,45.8%
2207,6,"Xayah, Ahri, Neeko, Carry_Jinx, Carry_Poppy, Carry_Zyra, Syndra, Rell",4.83,16.7%,50.0%
726,19,"Rell, Carry_Syndra, Ahri, Neeko, Carry_Jinx, Carry_Poppy, Xayah, Kobuko",5.00,5.3%,42.1%
1637,5,"Carry_Rell, Carry_Syndra, Xayah, Carry_Ahri, Carry_Neeko, Carry_Jinx, Carry_Poppy, Kobuko",5.20,0.0%,60.0%
1089,45,"Rell, Carry_Syndra, Carry_Ahri, Neeko, Carry_Jinx, Carry_Poppy, Xayah, Kobuko",5.24,4.4%,33.3%
873,6,"Syndra, Carry_Ahri, Neeko, Jinx, Carry_K'Sante, Carry_Poppy, Rell, Xayah",5.33,0.0%,16.7%
1452,5,"Carry_Caitlyn, Carry_Jayce, Carry_Jinx, Carry_Poppy, Garen, Rakan, Leona, Sivir",5.40,0.0%,20.0%
1803,5,"Rell, Syndra, Carry_Kobuko, Carry_Ahri, Neeko, Jinx, Carry_Poppy, Xayah",5.40,0.0%,20.0%
1676,12,"Carry_Ahri, Neeko, Carry_Poppy, Carry_Gwen, Rell, Syndra, Jinx, Xayah",5.42,8.3%,25.0%
48,1218,"Carry_Ahri, Carry_Jinx, Carry_Poppy, Neeko, Rell, Syndra, Xayah, Seraphine",5.48,3.1%,27.2%
1568,6,"Carry_Jinx, Carry_Yuumi, Carry_Poppy, Rell, Syndra, Ahri, Neeko, Leona",5.67,0.0%,16.7%
1306,7,"Carry_Caitlyn, Carry_Jinx, Carry_Poppy, Jhin, Rell, Neeko, Leona, Jayce",5.71,0.0%,0.0%
1362,11,"Rell, Carry_Syndra, Carry_Ahri, Neeko, Carry_Poppy, Jinx, Xayah, Swain",6.00,0.0%,18.2%
2061,5,"Carry_Ahri, Carry_Poppy, Carry_Zyra, Rell, Syndra, Xayah, Neeko, Jinx",6.00,0.0%,20.0%
2043,17,"Rell, Neeko, Carry_Jinx, Carry_Poppy, Carry_Gwen, Ahri, Syndra, Xayah",6.06,0.0%,11.8%
1072,5,"Carry_Jhin, Neeko, Carry_Jinx, K'Sante, Carry_Poppy, Zac, Rell, Gnar",6.60,0.0%,0.0%
637,89,"Carry_Ahri, Carry_Poppy, Neeko, Rell, Syndra, Jinx, Xayah, Seraphine",6.69,1.1%,4.5%
145,11,"Carry_Xayah, Neeko, Carry_Jinx, Carry_Poppy, Rell, Syndra, Ahri, Kobuko",6.73,0.0%,18.2%
469,113,"Carry_Jinx, Carry_Poppy, Neeko, Ahri, Rell, Syndra, Xayah, Seraphine",6.78,0.0%,8.8%
921,36,"Carry_Xayah, Carry_Ahri, Carry_Poppy, Rell, Neeko, Syndra, Swain, Kobuko",6.78,0.0%,5.6%
