sub_cluster_id,size,top_8_units,avg_place,winrate,top4_rate
1250,8,"Rell, Syndra, Carry_Ahri, Neeko, Carry_Jinx, Carry_Poppy, Carry_Seraphine, Carry_Zyra",2.00,50.0%,87.5%
1132,9,"Rell, Syndra, Carry_Ahri, Neeko, Carry_Jinx, Carry_Poppy, Carry_Seraphine, Carry_Ekko",2.56,11.1%,88.9%
1390,18,"Rell, Syndra, Carry_Ahri, Neeko, Carry_Jinx, Carry_Poppy, Carry_Gwen, Carry_Seraphine",2.67,22.2%,88.9%
478,26,"Rell, Carry_Ahri, Neeko, Carry_Jinx, Carry_K'Sante, Carry_Poppy, Carry_Seraphine, Syndra",2.73,23.1%,84.6%
1114,9,"Rell, Syndra, Carry_Ahri, Neeko, Carry_Jinx, Carry_Poppy, Carry_Seraphine, Carry_Varus",2.78,22.2%,77.8%
1302,14,"Rell, Syndra, Carry_Ahri, Carry_Poppy, Carry_Braum, Carry_Seraphine, Neeko, Jinx",2.79,21.4%,85.7%
2183,9,"Rell, Syndra, Neeko, Carry_Jinx, Carry_Poppy, Carry_Seraphine, Carry_Zyra, Xayah",2.89,22.2%,88.9%
143,40,"Syndra, Carry_Kobuko, Carry_Ahri, Neeko, Carry_Jinx, Carry_Poppy, Carry_Seraphine, Rell",2.95,27.5%,77.5%
2224,6,"Rell, Carry_s3star_Syndra, Xayah, Carry_Ahri, Neeko, Carry_Poppy, Carry_Seraphine, Swain",3.17,16.7%,83.3%
486,19,"Rell, Syndra, Carry_Xayah, Carry_Ahri, Carry_Neeko, Carry_Jinx, Carry_Poppy, Carry_Seraphine",3.32,15.8%,73.7%
2027,6,"Rell, Syndra, Carry_Ahri, Carry_Neeko, Carry_Jinx, Carry_Poppy, Carry_Varus, Xayah",3.33,0.0%,83.3%
67,712,"Carry_Ahri, Carry_Jinx, Carry_Poppy, Carry_Seraphine, Neeko, Rell, Syndra, Xayah",3.39,15.9%,72.9%
216,10,"Rell, Carry_Syndra, Ahri, Neeko, Carry_Jinx, Carry_Poppy, Carry_Seraphine, Xayah",3.50,20.0%,50.0%
936,27,"Rell, Neeko, Carry_Jinx, Carry_Poppy, Carry_Gwen, Carry_Seraphine, Ahri, Syndra",3.59,18.5%,66.7%
1594,10,"Rell, Syndra, Xayah, Carry_Ahri, Neeko, Carry_Jinx, Carry_Poppy, Carry_Ekko",3.70,30.0%,60.0%
648,15,"Rell, Carry_Syndra, Carry_Ahri, Carry_Neeko, Carry_Jinx, Carry_Poppy, Xayah, Kobuko",3.73,26.7%,60.0%
1421,5,"Syndra, Ahri, Carry_Neeko, Carry_Jinx, Carry_Poppy, Seraphine, Carry_Zyra, Rell",3.80,0.0%,80.0%
270,60,"Carry_Ahri, Carry_Neeko, Carry_Poppy, Carry_Seraphine, Syndra, Rell, Jinx, Xayah",4.00,13.3%,58.3%
580,21,"Rell, Carry_Xayah, Neeko, Carry_Jinx, Carry_Poppy, Carry_Seraphine, Syndra, Ahri",4.00,19.1%,57.1%
592,14,"Rell, Syndra, Carry_Ahri, Neeko, Carry_Jinx, Carry_Poppy, Carry_Zyra, Xayah",4.00,14.3%,57.1%
