sub_cluster_id,size,top_8_units,avg_place,winrate,top4_rate
1701,13,"Rakan, Carry_Malzahar, Carry_K'Sante, Carry_Leona, Carry_Yuumi, Carry_Seraphine, Carry_Zyra, Garen",2.08,30.8%,100.0%
938,21,"Carry_Ezreal, Carry_Malzahar, Carry_K'Sante, Carry_Leona, Carry_Yuumi, Carry_Seraphine, Garen, Syndra",2.48,33.3%,81.0%
2053,5,"Ezreal, Syndra, Rakan, Carry_Malzahar, Carry_Neeko, Carry_K'Sante, Carry_Yuumi, Carry_Seraphine",2.60,40.0%,80.0%
1708,5,"Ezreal, Carry_Rakan, Carry_s3star_Malzahar, Carry_Neeko, Carry_K'Sante, Carry_Yuumi, Kennen, Syndra",3.00,0.0%,80.0%
668,5,"Ezreal, Garen, Rakan, Carry_Caitlyn, Carry_Malzahar, Carry_K'Sante, Carry_Leona, Carry_Yuumi",3.20,0.0%,80.0%
136,359,"Carry_K'Sante, Carry_Leona, Carry_Yuumi, Carry_Seraphine, Ezreal, Rakan, Garen, Malzahar",3.38,11.7%,75.2%
790,52,"Carry_Ezreal, Garen, Rakan, Carry_Malzahar, Carry_K'Sante, Carry_Leona, Carry_Yuumi, Syndra",3.60,11.5%,65.4%
1584,5,"Ezreal, Garen, Carry_Malzahar, Carry_Jayce, Carry_K'Sante, Carry_Leona, Carry_Yuumi, Carry_Seraphine",3.60,0.0%,60.0%
104,65,"Carry_s3star_Rammus, Carry_g3star_Malzahar, Carry_K'Sante, Carry_Yuumi, Syndra, Ezreal, Rakan, Seraphine",3.85,12.3%,64.6%
287,34,"Carry_Malzahar, Carry_K'Sante, Carry_Yuumi, Carry_Seraphine, Ezreal, Rakan, Leona, Garen",4.29,2.9%,55.9%
819,6,"Carry_s3star_Malzahar, Carry_K'Sante, Carry_Seraphine, Syndra, Ezreal, Yuumi, Neeko, Janna",5.17,16.7%,33.3%
447,25,"Carry_K'Sante, Carry_Yuumi, Carry_Seraphine, Ezreal, Syndra, Rakan, Garen, Malzahar",5.28,4.0%,28.0%
19,7,"Carry_Malzahar, Carry_K'Sante, Carry_Leona, Carry_Seraphine, Ezreal, Garen, Rakan, Yuumi",5.43,0.0%,28.6%
844,23,"Carry_Malzahar, Carry_K'Sante, Carry_Leona, Garen, Rakan, Ezreal, Yuumi, Syndra",5.65,0.0%,34.8%
169,150,"Carry_Malzahar, Carry_K'Sante, Carry_Yuumi, Ezreal, Rakan, Leona, Garen, Syndra",5.81,1.3%,20.0%
1199,39,"Carry_K'Sante, Carry_Yuumi, Leona, Ezreal, Malzahar, Rakan, Garen, Syndra",6.69,0.0%,12.8%
1518,28,"Carry_Malzahar, Carry_Leona, Ezreal, Garen, Rakan, Yuumi, Syndra, K'Sante",7.43,0.0%,0.0%
