sub_cluster_id,size,top_8_units,avg_place,winrate,top4_rate
735,11,"Kobuko, Carry_g3star_Darius, Carry_Udyr, Carry_s3star_Yasuo, Carry_Akali, Carry_Ryze, Kai'Sa, Kennen",2.64,18.2%,100.0%
1573,6,"Zac, Kobuko, Janna, Carry_Udyr, Carry_Yasuo, Carry_K'Sante, Carry_Ryze, Carry_JarvanIV",3.17,0.0%,100.0%
641,22,"Kobuko, Carry_Udyr, Yasuo, Carry_Ryze, Carry_JarvanIV, Carry_Lee_Sin, Carry_Yone, Galio",3.36,13.6%,81.8%
8,18,"Kai'Sa, Kobuko, Carry_s3star_Darius, Carry_Udyr, Yasuo, Carry_Akali, Carry_Ryze, Kennen",3.50,11.1%,77.8%
1395,9,"Aatrox, Kobuko, Carry_Udyr, Yasuo, Carry_Ryze, Carry_Karma, Carry_JarvanIV, Carry_Galio",3.78,0.0%,77.8%
847,20,"Kobuko, Carry_Udyr, Yasuo, Carry_K'Sante, Carry_Ryze, Carry_JarvanIV, Janna, Zac",3.95,5.0%,65.0%
1036,8,"Aatrox, Kobuko, Carry_Udyr, Carry_Yasuo, Senna, Carry_Ryze, Carry_JarvanIV, Carry_Volibear",4.00,0.0%,75.0%
860,12,"Kobuko, Gangplank, Carry_Udyr, Carry_Yasuo, Senna, Carry_Ryze, Carry_JarvanIV, Carry_Galio",4.42,0.0%,66.7%
1142,27,"Kobuko, Carry_Udyr, Carry_Yasuo, Carry_Ryze, Carry_JarvanIV, Galio, Senna, Aatrox",4.56,11.1%,40.7%
155,65,"Kobuko, Carry_Udyr, Yasuo, Carry_Ryze, Carry_JarvanIV, Carry_Yone, Galio, Senna",4.68,4.6%,49.2%
1682,7,"Carry_Udyr, Carry_Akali, Carry_Ryze, Carry_JarvanIV, Kobuko, Yasuo, Aatrox, Senna",4.71,0.0%,57.1%
314,32,"Carry_s3star_Kai'Sa, Carry_s3star_Darius, Carry_Udyr, Yasuo, Carry_Ryze, Kobuko, Akali, Kennen",4.91,6.2%,40.6%
834,11,"Kobuko, Carry_s3star_Darius, Carry_Udyr, Yasuo, Carry_Ryze, Kai'Sa, Akali, Kennen",5.18,0.0%,18.2%
1993,14,"Kobuko, Carry_Udyr, Carry_s3star_Yasuo, Carry_Ryze, Carry_Volibear, Shen, Yone, Aatrox",5.21,0.0%,42.9%
1557,6,"Kobuko, Carry_Udyr, Yasuo, Carry_Ryze, Carry_JarvanIV, Carry_Zyra, Galio, Senna",5.33,16.7%,16.7%
1065,6,"Kobuko, Carry_Udyr, Yasuo, Senna, Carry_Ryze, Carry_JarvanIV, Carry_Volibear, Galio",5.50,16.7%,16.7%
1467,7,"Aatrox, Kobuko, Carry_Udyr, Carry_Yasuo, Carry_Ryze, JarvanIV, Carry_Galio, Gangplank",5.57,0.0%,28.6%
397,70,"Kobuko, Carry_Udyr, Carry_Yasuo, Carry_Ryze, Aatrox, Galio, Senna, JarvanIV",5.79,2.9%,18.6%
434,7,"Kobuko, Carry_Udyr, Yasuo, Carry_Akali, Carry_Ryze, Kai'Sa, Darius, Lee_Sin",6.14,0.0%,14.3%
1117,7,"Kobuko, Carry_Udyr, Yasuo, Carry_Ryze, Carry_Volibear, Aatrox, JarvanIV, Galio",6.14,0.0%,28.6%
1428,26,"Carry_Udyr, Yasuo, Carry_Ryze, Carry_JarvanIV, Kobuko, Galio, Senna, Aatrox",6.35,0.0%,3.9%
103,8,"Carry_Udyr, Carry_Yasuo, Carry_Volibear, Kobuko, Ryze, Shen, Xayah, Samira",6.88,0.0%,0.0%
1075,13,"Carry_Udyr, Carry_Ryze, Yasuo, Senna, Galio, Kobuko, JarvanIV, Aatrox",7.23,0.0%,7.7%
