sub_cluster_id,size,top_8_units,avg_place,winrate,top4_rate
977,6,"s3star_Dr._Mundo, Carry_g3star_Vi, Carry_g3star_Smolder, Carry_s3star_Udyr, Carry_Ashe, Sett, Naafiri, Lee_Sin",1.67,66.7%,100.0%
1399,5,"Dr._Mundo, Carry_g3star_Smolder, Carry_Udyr, Carry_Sett, Carry_Braum, Carry_Lee_Sin, Naafiri, Aatrox",2.60,40.0%,80.0%
1716,5,"Carry_Dr._Mundo, Carry_g3star_Smolder, Carry_Udyr, Carry_Sett, Carry_Lee_Sin, Vi, Naafiri, Aatrox",2.60,20.0%,100.0%
793,6,"Naafiri, Carry_s3star_Dr._Mundo, Carry_s3star_Smolder, Carry_s3star_Udyr, Carry_Ashe, Sett, Vi, Lee_Sin",2.67,16.7%,100.0%
402,7,"Naafiri, Carry_g3star_Smolder, Udyr, Carry_Sett, Carry_Lee_Sin, Carry_Zyra, Vi, Dr._Mundo",2.86,57.1%,85.7%
1058,5,"Dr._Mundo, Carry_g3star_Smolder, Udyr, Carry_Sett, Carry_Braum, Carry_Lee_Sin, Vi, Naafiri",3.20,20.0%,100.0%
1448,5,"Carry_g3star_Smolder, Carry_Udyr, Carry_Ashe, Sett, Carry_Lee_Sin, Naafiri, Vi, Dr._Mundo",3.40,0.0%,80.0%
279,24,"Dr._Mundo, Carry_s3star_Smolder, Carry_s3star_Udyr, Carry_Sett, Carry_Lee_Sin, Naafiri, Vi, Aatrox",3.75,4.2%,66.7%
2037,10,"Dr._Mundo, Vi, Carry_g3star_Smolder, Carry_s3star_Udyr, Carry_Sett, Carry_Zyra, Naafiri, Lee_Sin",3.80,10.0%,70.0%
1405,16,"Carry_s3star_Smolder, Carry_s3star_Udyr, Carry_Ashe, Carry_Sett, Naafiri, Dr._Mundo, Vi, Aatrox",3.81,6.2%,62.5%
2226,6,"Vi, Carry_s3star_Smolder, Udyr, Carry_Ashe, Carry_Sett, Carry_Lee_Sin, Dr._Mundo, Naafiri",4.00,0.0%,66.7%
47,6,"Naafiri, Dr._Mundo, Carry_g3star_Smolder, Carry_Udyr, Carry_Sett, Carry_Braum, Vi, Aatrox",4.17,0.0%,50.0%
381,5,"Carry_Naafiri, Aatrox, Dr._Mundo, Vi, Carry_s3star_Smolder, Carry_s3star_Udyr, Carry_Sett, Katarina",4.60,0.0%,40.0%
1056,13,"Naafiri, Carry_Dr._Mundo, Carry_s3star_Smolder, Carry_s3star_Udyr, Carry_Sett, Vi, Aatrox, Lee_Sin",4.62,15.4%,38.5%
1968,5,"Dr._Mundo, Carry_Smolder, Udyr, Carry_Sett, Carry_Braum, Naafiri, Vi, s3star_Aatrox",5.00,0.0%,40.0%
1635,5,"Naafiri, Dr._Mundo, Carry_g3star_Smolder, Carry_s3star_Udyr, Sett, Carry_Zyra, Lee_Sin, Vi",5.20,0.0%,20.0%
2063,7,"Naafiri, Dr._Mundo, Carry_g3star_Smolder, Carry_Udyr, Carry_Sett, Carry_Twisted_Fate, Vi, Aatrox",5.29,0.0%,14.3%
681,6,"Naafiri, Dr._Mundo, Carry_s3star_Smolder, Udyr, Carry_Sett, Carry_Twisted_Fate, Aatrox, Vi",5.33,0.0%,33.3%
181,9,"Naafiri, Carry_s3star_Dr._Mundo, Vi, Carry_s3star_Smolder, Carry_s3star_Udyr, Sett, Aatrox, Lee_Sin",5.44,0.0%,22.2%
327,52,"Dr._Mundo, Carry_s3star_Smolder, Carry_Udyr, Carry_Sett, Naafiri, Vi, Aatrox, Lee_Sin",5.69,3.9%,25.0%
384,13,"Carry_s3star_Smolder, Udyr, Carry_Ashe, Carry_Sett, Naafiri, Dr._Mundo, Vi, Lee_Sin",5.69,0.0%,30.8%
496,20,"Carry_s3star_Smolder, Carry_s3star_Udyr, Carry_Lee_Sin, Dr._Mundo, Naafiri, Sett, Vi, Aatrox",5.80,10.0%,25.0%
1127,7,"Naafiri, Carry_s3star_Dr._Mundo, Carry_g3star_Smolder, Udyr, Carry_Sett, Vi, Aatrox, Lee_Sin",5.86,0.0%,14.3%
575,6,"Naafiri, Dr._Mundo, Carry_g3star_Smolder, Carry_Udyr, Carry_Braum, Aatrox, Vi, Sett",6.00,0.0%,16.7%
1234,13,"Carry_s3star_Smolder, Carry_Sett, Carry_Lee_Sin, Dr._Mundo, Udyr, Naafiri, Vi, Aatrox",6.08,0.0%,15.4%
1896,10,"Dr._Mundo, Carry_s3star_Smolder, Carry_Udyr, Carry_Ashe, Sett, Vi, Naafiri, Aatrox",6.40,0.0%,0.0%
1165,15,"Carry_s3star_Smolder, Carry_Sett, Udyr, Aatrox, Dr._Mundo, Vi, Naafiri, Lee_Sin",7.00,0.0%,13.3%
748,23,"Dr._Mundo, Carry_s3star_Smolder, Carry_Udyr, Naafiri, Vi, Sett, Aatrox, Lee_Sin",7.26,0.0%,0.0%
