sub_cluster_id,size,top_8_units,avg_place,winrate,top4_rate
1672,5,"Aatrox, Kobuko, Carry_g3star_Darius, Carry_g3star_Kog'Maw, Carry_s3star_Jayce, Carry_Akali, Carry_Poppy, Zac",1.80,40.0%,100.0%
1712,18,"Carry_s3star_Kai'Sa, Kobuko, Carry_s3star_Darius, Carry_s3star_Jayce, Carry_Akali, Carry_Poppy, Aatrox, Kennen",2.83,16.7%,88.9%
827,5,"Zac, Carry_Kobuko, Carry_s3star_Darius, Carry_s3star_Kog'Maw, Carry_s3star_Jayce, Carry_Poppy, Aatrox, Yuumi",3.60,0.0%,80.0%
1670,5,"Kobuko, Carry_g3star_Darius, Jayce, Carry_Akali, Carry_Poppy, Carry_Lee_Sin, Aatrox, Kennen",3.80,0.0%,80.0%
523,21,"Carry_s3star_Kai'Sa, Carry_s3star_Darius, Carry_s3star_Jayce, Carry_Akali, Kobuko, Poppy, Kennen, Aatrox",4.05,9.5%,61.9%
2047,5,"Carry_Kai'Sa, Carry_Kobuko, Carry_s3star_Darius, Carry_s3star_Jayce, Carry_Poppy, Zac, Aatrox, Akali",4.40,0.0%,60.0%
11,44,"Carry_s3star_Darius, Carry_s3star_Jayce, Carry_Akali, Carry_Poppy, Kobuko, Kai'Sa, Aatrox, Zac",4.41,4.5%,54.5%
1359,24,"Carry_s3star_Kai'Sa, Carry_s3star_Darius, Carry_Akali, Carry_Poppy, Kobuko, Jayce, Aatrox, Kennen",4.46,4.2%,54.2%
770,37,"Carry_s3star_Kai'Sa, Carry_s3star_Darius, Carry_s3star_Jayce, Carry_Poppy, Kobuko, Aatrox, Zac, Akali",4.89,2.7%,46.0%
1977,10,"Aatrox, Kobuko, Carry_s3star_Darius, Carry_g3star_Kog'Maw, Carry_s3star_Jayce, Carry_Poppy, Zac, Akali",5.10,0.0%,50.0%
218,32,"Carry_s3star_Darius, Carry_s3star_Jayce, Carry_Poppy, Kobuko, Aatrox, Kai'Sa, Zac, Kennen",5.12,6.2%,34.4%
1109,14,"Kobuko, Carry_s3star_Darius, Carry_s3star_Smolder, Carry_s3star_Jayce, Poppy, Zac, Aatrox, Akali",5.50,7.1%,28.6%
69,42,"Carry_s3star_Darius, Carry_s3star_Jayce, Carry_Akali, Kobuko, Kai'Sa, Poppy, Aatrox, Zac",5.55,4.8%,28.6%
1111,19,"Carry_s3star_Darius, Carry_Akali, Carry_Poppy, Kobuko, Jayce, Kai'Sa, Aatrox, Kennen",5.63,5.3%,21.1%
466,54,"Carry_Kai'Sa, Carry_s3star_Darius, Carry_s3star_Jayce, Kobuko, Aatrox, Zac, Poppy, Akali",5.85,1.9%,18.5%
1076,14,"Kobuko, Carry_s3star_Darius, Carry_g3star_Kog'Maw, Carry_s3star_Jayce, Poppy, Zac, Aatrox, Kennen",6.00,0.0%,14.3%
1598,5,"Kobuko, Carry_s3star_Darius, Carry_s3star_Kog'Maw, s3star_Jayce, Carry_Poppy, Zac, Aatrox, Akali",6.40,0.0%,20.0%
13,28,"Carry_Darius, Carry_Akali, Kai'Sa, Kobuko, Kennen, Ryze, Udyr, Yasuo",6.89,0.0%,7.1%
1228,19,"Carry_Darius, Carry_Jayce, Kobuko, Zac, Poppy, Aatrox, Kai'Sa, Akali",7.32,0.0%,0.0%
