sub_cluster_id,size,top_8_units,avg_place,winrate,top4_rate
732,8,"Carry_s3star_Kennen, Carry_Janna, Darius, Carry_Akali, Carry_K'Sante, Malphite, Rakan, Kai'Sa",2.50,12.5%,87.5%
1374,5,"Carry_Kennen, Janna, Carry_Neeko, Carry_Akali, Carry_K'Sante, Ryze, Carry_JarvanIV, Carry_Varus",2.60,20.0%,80.0%
1137,19,"Carry_Kennen, Janna, Carry_Akali, Carry_K'Sante, Carry_Ryze, Malphite, Neeko, Darius",2.79,21.1%,79.0%
326,5,"Carry_s3star_Kennen, Malphite, Rakan, Carry_Janna, Carry_s3star_Neeko, Carry_Akali, K'Sante, Darius",3.00,0.0%,100.0%
2120,6,"Carry_s3star_Kennen, Malphite, Rakan, Janna, Carry_Neeko, Carry_K'Sante, Darius, Akali",3.17,33.3%,83.3%
1030,16,"Carry_s3star_Kennen, Janna, Carry_Neeko, Carry_Akali, Carry_K'Sante, Rakan, Darius, Malphite",3.19,12.5%,75.0%
2046,6,"Carry_Kennen, Janna, Carry_Neeko, Carry_Akali, Carry_K'Sante, Carry_Ryze, Carry_JarvanIV, Carry_Varus",3.67,16.7%,50.0%
1988,10,"Carry_Kennen, Janna, Carry_Akali, Carry_K'Sante, Carry_JarvanIV, Neeko, Ryze, Varus",4.20,10.0%,60.0%
975,7,"Carry_s3star_Kennen, Janna, Carry_Neeko, Carry_Akali, Malphite, Rakan, K'Sante, Darius",5.14,0.0%,42.9%
1062,38,"Carry_s3star_Kennen, Carry_Akali, Carry_K'Sante, Janna, Neeko, Darius, Malphite, Rakan",5.18,5.3%,34.2%
1995,5,"Carry_Kennen, Malphite, Carry_Janna, Carry_g3star_Smolder, Carry_Neeko, Carry_K'Sante, Rakan, Ryze",5.20,20.0%,20.0%
1659,5,"Carry_s3star_Kennen, Rakan, Carry_Janna, Neeko, Carry_K'Sante, Malphite, Darius, Akali",5.60,0.0%,0.0%
1242,5,"Carry_s3star_Kennen, Carry_Akali, Darius, s3star_Malphite, Janna, K'Sante, Kai'Sa, Ryze",5.80,0.0%,20.0%
2256,6,"Carry_Kennen, Carry_K'Sante, Janna, Neeko, Rakan, Akali, Ryze, Malphite",6.67,0.0%,0.0%
