sub_cluster_id,size,top_8_units,avg_place,winrate,top4_rate
1094,13,"Carry_g3star_Katarina, Carry_g3star_Caitlyn, Carry_s3star_Jayce, Carry_Leona, Carry_Yuumi, Ezreal, Garen, Ryze",2.31,30.8%,92.3%
307,18,"Rell, Carry_Caitlyn, Carry_Jinx, Carry_Leona, Carry_Braum, Carry_Varus, Garen, Gnar",2.50,27.8%,88.9%
1255,9,"Carry_s3star_Caitlyn, Carry_s3star_Jayce, Carry_Leona, Carry_Varus, Garen, Ezreal, Yuumi, Rakan",3.22,33.3%,66.7%
1013,7,"Ezreal, Garen, Carry_Caitlyn, Carry_Leona, Carry_Yuumi, Carry_Varus, Rakan, Jayce",3.29,14.3%,71.4%
1270,12,"Ezreal, Garen, Rakan, Carry_Caitlyn, Carry_K'Sante, Carry_Leona, Carry_Yuumi, Jayce",3.58,0.0%,83.3%
1739,9,"Ezreal, Garen, Carry_Rakan, Carry_s3star_Caitlyn, Carry_s3star_Jayce, Carry_Leona, Carry_Yuumi, Jinx",3.67,0.0%,88.9%
1264,8,"Ezreal, Carry_s3star_Katarina, Carry_s3star_Caitlyn, Carry_s3star_Jayce, Carry_Leona, Garen, Ryze, Yuumi",4.00,12.5%,62.5%
222,18,"Ezreal, Carry_s3star_Garen, Carry_Caitlyn, Carry_Leona, Carry_Yuumi, Jayce, Rakan, Seraphine",4.06,5.6%,72.2%
2158,7,"Carry_Ezreal, Garen, Carry_Caitlyn, Carry_Jayce, Carry_Leona, Carry_Yuumi, Rakan, Kobuko",4.43,14.3%,28.6%
1628,12,"Carry_s3star_Caitlyn, Carry_Leona, Carry_Varus, Garen, Jinx, Jhin, Rakan, Braum",4.50,0.0%,50.0%
1959,12,"Carry_Garen, Carry_s3star_Caitlyn, Carry_Jayce, Carry_Leona, Carry_Yuumi, Ezreal, Rakan, Malzahar",4.50,8.3%,50.0%
1987,7,"Ezreal, Carry_Garen, Carry_Caitlyn, Carry_Jayce, Leona, Carry_Yuumi, Rakan, Katarina",4.57,0.0%,42.9%
787,14,"Carry_Caitlyn, Carry_Jinx, Carry_Leona, Carry_Varus, Garen, Rell, Jhin, Braum",4.64,14.3%,42.9%
1541,12,"Ezreal, Garen, Carry_Caitlyn, Carry_Leona, Carry_Yuumi, Carry_Seraphine, Rakan, Jayce",4.92,0.0%,41.7%
2202,6,"Carry_s3star_Garen, Carry_s3star_Caitlyn, Carry_Leona, Ezreal, Rakan, Jayce, Yuumi, Xin_Zhao",5.00,0.0%,50.0%
416,56,"Carry_Caitlyn, Carry_Jayce, Carry_Leona, Carry_Yuumi, Ezreal, Garen, Rakan, Seraphine",5.07,5.4%,33.9%
233,12,"Carry_s3star_Caitlyn, Carry_g3star_Jayce, Carry_Yuumi, Garen, Ezreal, Leona, Rakan, Kobuko",5.17,8.3%,33.3%
1768,8,"Ezreal, Carry_Caitlyn, Carry_Malzahar, Carry_Leona, Carry_Yuumi, Garen, Rakan, Jayce",5.25,0.0%,25.0%
1093,8,"Garen, Carry_Caitlyn, Carry_Swain, Carry_Jinx, Carry_Leona, Rell, Jhin, Gnar",5.38,12.5%,25.0%
1466,32,"Carry_Caitlyn, Carry_Jinx, Carry_Leona, Garen, Jhin, Rell, Gnar, Braum",5.66,0.0%,28.1%
892,93,"Carry_Caitlyn, Carry_Leona, Carry_Yuumi, Ezreal, Garen, Rakan, Jayce, Katarina",5.70,1.1%,22.6%
1770,11,"Carry_s3star_Garen, Carry_Caitlyn, Carry_Yuumi, Rakan, Ezreal, Jayce, Leona, Katarina",6.00,0.0%,27.3%
1332,19,"Carry_s3star_Caitlyn, Carry_s3star_Jayce, Carry_Leona, Garen, Ezreal, Yuumi, Rakan, Katarina",6.11,0.0%,15.8%
1630,8,"Carry_s3star_Caitlyn, Carry_Leona, Rakan, Garen, s3star_Jayce, Jinx, Poppy, Jhin",6.62,0.0%,12.5%
512,7,"Garen, Carry_g3star_Katarina, Carry_g3star_Caitlyn, Carry_Jayce, Rakan, Ezreal, Leona, Ryze",7.00,0.0%,0.0%
781,9,"Garen, Carry_Caitlyn, Carry_Jayce, Rakan, Leona, Jinx, Jhin, Ezreal",7.67,0.0%,0.0%
