sub_cluster_id,size,top_8_units,avg_place,winrate,top4_rate
1330,8,"Ezreal, Garen, Carry_s3star_Rakan, Carry_g3star_Katarina, Carry_K'Sante, Carry_Leona, Ryze, Carry_Yuumi",1.62,50.0%,100.0%
1786,7,"Garen, Carry_g3star_Katarina, Carry_Akali, Carry_Leona, Ryze, Carry_Yuumi, Carry_Lee_Sin, Ezreal",1.86,57.1%,100.0%
1772,18,"Garen, Carry_s3star_Rakan, Carry_g3star_Katarina, Carry_Leona, Carry_Yuumi, Carry_Lee_Sin, Ezreal, Ryze",1.89,22.2%,100.0%
689,34,"Garen, Carry_s3star_Rakan, Carry_g3star_Katarina, Leona, Carry_Yuumi, Carry_Lee_Sin, Ezreal, Ryze",2.12,44.1%,88.2%
256,5,"Garen, Carry_g3star_Katarina, Carry_Leona, Carry_Yuumi, Carry_Braum, Ezreal, Ryze, Rakan",2.20,0.0%,100.0%
1113,5,"Ezreal, Carry_Garen, Carry_s3star_Rakan, Carry_g3star_Katarina, Carry_Jayce, Carry_Ryze, Carry_Yuumi, Leona",2.20,60.0%,100.0%
2150,5,"Ezreal, Garen, Carry_Rakan, Carry_g3star_Katarina, Carry_Leona, Ryze, Carry_Yuumi, Carry_Seraphine",2.20,40.0%,100.0%
1314,8,"Garen, Carry_s3star_Katarina, Carry_Leona, Carry_Ryze, Carry_Yuumi, Carry_JarvanIV, Rakan, Ezreal",2.38,12.5%,100.0%
212,38,"Carry_Rakan, Carry_s3star_Katarina, Carry_Jayce, Carry_Leona, Carry_Ryze, Carry_Yuumi, Ezreal, Garen",2.45,36.8%,86.8%
418,116,"Carry_s3star_Rakan, Carry_g3star_Katarina, Carry_Leona, Carry_Ryze, Carry_Yuumi, Ezreal, Garen, Jayce",2.45,31.0%,94.0%
220,74,"Garen, Carry_g3star_Katarina, Carry_Leona, Carry_Yuumi, Carry_Lee_Sin, Ezreal, Ryze, Rakan",2.54,32.4%,87.8%
252,66,"Ezreal, Carry_g3star_Katarina, Carry_Jayce, Carry_Leona, Carry_Ryze, Carry_Yuumi, Garen, Rakan",2.71,18.2%,92.4%
1720,9,"Carry_Garen, Carry_s3star_Rakan, Carry_s3star_Katarina, Carry_Leona, Carry_Ryze, Carry_Yuumi, Ezreal, Jayce",2.78,11.1%,88.9%
666,11,"Carry_Garen, Carry_s3star_Rakan, Carry_g3star_Katarina, Carry_Jayce, Carry_Leona, Carry_Ryze, Carry_Yuumi, Ezreal",3.00,27.3%,72.7%
1526,7,"Garen, Carry_g3star_Katarina, Leona, Carry_Yuumi, Carry_Lee_Sin, Ezreal, Rakan, Ryze",3.00,14.3%,71.4%
93,28,"Ezreal, Carry_s3star_Garen, Carry_s3star_Katarina, Carry_Leona, Carry_Ryze, Carry_Yuumi, Rakan, Jayce",3.07,14.3%,78.6%
725,11,"Ezreal, Rakan, Carry_g3star_Katarina, Carry_K'Sante, Carry_Leona, Carry_Yuumi, Garen, Ryze",3.09,18.2%,81.8%
1162,6,"Ezreal, Garen, Carry_Katarina, Carry_Jayce, Carry_Leona, Carry_Yuumi, Carry_Seraphine, Rakan",3.17,0.0%,83.3%
100,279,"Carry_s3star_Rakan, Carry_g3star_Katarina, Carry_Leona, Carry_Yuumi, Garen, Ezreal, Ryze, Jayce",3.19,24.0%,75.6%
721,24,"Carry_Garen, Carry_s3star_Rakan, Carry_s3star_Katarina, Carry_Leona, Carry_Yuumi, Ezreal, Ryze, Jayce",3.21,20.8%,70.8%
792,9,"Garen, Carry_s3star_Rakan, Carry_s3star_Katarina, Carry_K'Sante, Carry_Yuumi, Ezreal, Leona, Akali",3.22,22.2%,66.7%
1081,23,"Carry_Ezreal, Garen, Carry_s3star_Rakan, Carry_g3star_Katarina, Carry_Leona, Carry_Yuumi, Jayce, Ryze",3.26,26.1%,65.2%
436,10,"Garen, Carry_s3star_Katarina, Carry_Leona, Ryze, Carry_Yuumi, Carry_JarvanIV, Ezreal, Rakan",3.40,0.0%,80.0%
1614,25,"Garen, Carry_s3star_Katarina, Carry_Leona, Carry_Yuumi, Carry_Seraphine, Ezreal, Jayce, Rakan",3.44,12.0%,80.0%
2017,7,"Ezreal, Garen, Carry_s3star_Katarina, Carry_Malzahar, Carry_Leona, Carry_Yuumi, Jayce, Rakan",3.71,0.0%,85.7%
31,26,"Ezreal, Garen, Carry_s3star_Rakan, Carry_g3star_Katarina, Carry_Akali, Carry_Yuumi, Leona, Jayce",3.88,19.2%,61.5%
845,8,"Garen, Carry_s3star_Rakan, Carry_s3star_Katarina, Carry_Jayce, Carry_Leona, Ezreal, Ryze, Yuumi",3.88,25.0%,50.0%
2296,5,"Garen, Carry_Rakan, Carry_g3star_Katarina, Jayce, Carry_Leona, Carry_Lee_Sin, Yuumi, Ezreal",4.00,20.0%,60.0%
1175,24,"Carry_s3star_Katarina, Carry_Caitlyn, Carry_Leona, Carry_Yuumi, Ezreal, Garen, Rakan, Ryze",4.04,12.5%,58.3%
1973,11,"Carry_Rakan, Carry_s3star_Katarina, Carry_Lee_Sin, Garen, Jayce, Ezreal, Leona, Ryze",4.09,0.0%,54.5%
157,97,"Carry_s3star_Rakan, Carry_s3star_Katarina, Carry_Jayce, Carry_Yuumi, Garen, Ezreal, Leona, Ryze",4.28,16.5%,51.5%
2185,7,"Ezreal, Garen, Carry_s3star_Rakan, Carry_s3star_Katarina, Leona, Carry_Yuumi, Carry_Seraphine, Jayce",4.29,14.3%,57.1%
71,509,"Carry_s3star_Katarina, Carry_Leona, Carry_Yuumi, Garen, Ezreal, Rakan, Jayce, Ryze",4.99,5.7%,41.1%
1415,12,"Ezreal, Carry_s3star_Rakan, Carry_s3star_Katarina, Carry_s3star_Caitlyn, Carry_Leona, Garen, Jayce, Yuumi",5.00,0.0%,41.7%
842,18,"Carry_s3star_Katarina, Carry_Jayce, Carry_Ryze, Carry_Yuumi, Garen, Ezreal, Rakan, Leona",5.22,11.1%,38.9%
20,392,"Carry_s3star_Rakan, Carry_s3star_Katarina, Carry_Yuumi, Garen, Ezreal, Leona, Jayce, Ryze",5.25,8.4%,33.4%
640,27,"Garen, Carry_s3star_Rakan, Carry_g3star_Katarina, Carry_Leona, Ezreal, Yuumi, Jayce, Ryze",5.30,0.0%,29.6%
