sub_cluster_id,size,top_8_units,avg_place,winrate,top4_rate
1671,12,"Ryze, Carry_Karma, Carry_JarvanIV, Carry_Gwen, Carry_Twisted_Fate, Galio, Lucian, Swain",1.83,41.7%,100.0%
2124,6,"Lucian, Lux, Swain, Ryze, Carry_Karma, Carry_JarvanIV, Carry_Braum, Carry_Gwen",1.83,50.0%,100.0%
1241,40,"Lucian, Lux, Carry_Ahri, Swain, Carry_Karma, Carry_JarvanIV, Carry_Braum, Carry_Gwen",1.90,52.5%,92.5%
2115,8,"Lucian, Carry_Lux, Carry_Karma, Carry_JarvanIV, Carry_Braum, Carry_Gwen, Galio, Swain",2.38,37.5%,87.5%
1083,36,"Carry_Karma, Carry_JarvanIV, Carry_Gwen, Carry_Ekko, Swain, Galio, Lucian, Ryze",2.58,36.1%,88.9%
15,124,"Carry_Karma, Carry_JarvanIV, Carry_Gwen, Carry_Zyra, Galio, Swain, Lucian, Lux",2.68,33.9%,86.3%
21,177,"Carry_Swain, Carry_Ryze, Carry_Karma, Carry_JarvanIV, Carry_Gwen, Galio, Lucian, Lux",2.86,20.9%,86.4%
1811,7,"Carry_Kennen, Lucian, Carry_Swain, Carry_Ryze, Carry_Karma, Carry_JarvanIV, Carry_Gwen, Galio",3.00,42.9%,57.1%
715,30,"Lucian, Carry_Lux, Carry_Swain, Carry_Karma, Carry_JarvanIV, Carry_Gwen, Galio, Ryze",3.03,23.3%,83.3%
1106,12,"Carry_Lucian, Aatrox, Gangplank, Senna, Carry_Karma, Carry_JarvanIV, Carry_Yone, Carry_g3star_Galio",3.17,25.0%,66.7%
2165,6,"Carry_s3star_Lucian, Lux, Swain, Carry_Karma, Carry_JarvanIV, Carry_Gwen, Galio, Ahri",3.33,16.7%,83.3%
718,8,"Senna, Ryze, Carry_Karma, Carry_JarvanIV, Carry_Yone, Carry_Twisted_Fate, Carry_s3star_Galio, Lucian",3.50,12.5%,75.0%
704,40,"Lucian, Carry_Karma, Carry_JarvanIV, Carry_Lee_Sin, Carry_Yone, Carry_g3star_Galio, Aatrox, Senna",3.60,10.0%,75.0%
64,162,"Carry_Ryze, Carry_Karma, Carry_JarvanIV, Carry_Yone, Carry_s3star_Galio, Aatrox, Senna, Lucian",3.80,9.9%,61.1%
722,25,"Carry_Lux, Swain, Carry_Karma, Carry_JarvanIV, Carry_Gwen, Lucian, Galio, Ryze",4.00,4.0%,68.0%
1508,8,"Lucian, Carry_Swain, Carry_Karma, Carry_JarvanIV, Carry_Gwen, Carry_Galio, Lux, Yone",4.12,0.0%,62.5%
355,708,"Carry_Karma, Carry_JarvanIV, Carry_Gwen, Galio, Swain, Lucian, Lux, Ryze",4.47,15.0%,47.2%
1406,23,"Lucian, Carry_Karma, Carry_JarvanIV, Carry_Gwen, Carry_Galio, Yone, Aatrox, Lux",4.96,4.3%,34.8%
746,11,"Carry_Lucian, Carry_Swain, Carry_Karma, Carry_JarvanIV, Galio, Lux, Ahri, Kennen",5.00,9.1%,36.4%
2246,7,"Kennen, Lucian, Carry_Lux, Carry_Ahri, Carry_Swain, Carry_Karma, Carry_JarvanIV, Galio",5.00,0.0%,42.9%
1710,8,"Lucian, Carry_Lux, Swain, Carry_Ryze, Carry_Karma, Carry_JarvanIV, Galio, Ahri",5.38,12.5%,25.0%
2203,16,"Carry_Karma, Carry_JarvanIV, Carry_Ekko, Galio, Lucian, Ryze, Swain, Lux",5.44,0.0%,31.2%
2241,14,"Carry_Lucian, Lux, Swain, Carry_Karma, Carry_JarvanIV, Galio, Ahri, Ryze",5.50,7.1%,28.6%
5,10,"Aatrox, Senna, Carry_Karma, Carry_JarvanIV, Carry_Volibear, Carry_s3star_Galio, Lucian, Gangplank",5.90,0.0%,20.0%
1946,22,"Carry_Lux, Carry_Karma, Carry_JarvanIV, Galio, Lucian, Swain, Kennen, Ahri",6.18,4.5%,13.6%
2160,6,"Carry_s3star_Lucian, Aatrox, Carry_Karma, Carry_JarvanIV, Carry_Galio, Gangplank, Senna, Ryze",6.33,0.0%,0.0%
2101,5,"Aatrox, Carry_Yasuo, Senna, Carry_Karma, Carry_JarvanIV, Carry_Galio, Ryze, Lucian",6.40,0.0%,0.0%
1070,6,"Lucian, Carry_Aatrox, Carry_Gangplank, Senna, Ryze, Carry_Karma, Carry_JarvanIV, Carry_Galio",6.50,0.0%,16.7%
2258,6,"Kennen, Lucian, Carry_Janna, Carry_Swain, Carry_Karma, Carry_JarvanIV, Galio, Lux",6.50,0.0%,16.7%
1379,11,"Lucian, Carry_Senna, Carry_Karma, Carry_JarvanIV, Carry_Galio, Aatrox, Gangplank, Ryze",6.55,0.0%,9.1%
1121,7,"Carry_Karma, Carry_JarvanIV, Carry_Volibear, Galio, Gwen, Xin_Zhao, Ryze, Yone",6.57,0.0%,0.0%
2283,6,"Lucian, Lux, Carry_Janna, Swain, Carry_Karma, Carry_JarvanIV, Galio, Ahri",6.67,0.0%,0.0%
163,97,"Carry_Karma, Carry_JarvanIV, Galio, Lucian, Swain, Lux, Ahri, Ryze",7.07,0.0%,5.2%
1033,24,"Carry_Karma, Carry_JarvanIV, Carry_Galio, Lucian, Aatrox, Gangplank, Senna, Yone",7.12,0.0%,4.2%
