sub_cluster_id,size,top_8_units,avg_place,winrate,top4_rate
910,7,"Vi, Janna, Carry_Swain, Carry_Udyr, Carry_Ashe, Carry_JarvanIV, Carry_Braum, Carry_Zyra",1.71,57.1%,100.0%
1990,5,"Syndra, Vi, Carry_Janna, Carry_Swain, Carry_Ashe, Carry_JarvanIV, Carry_Zyra, Udyr",4.00,20.0%,60.0%
609,8,"Carry_Gangplank, Carry_Udyr, Carry_s3star_Viego, Carry_Ashe, Carry_JarvanIV, Kayle, Kai'Sa, Galio",4.50,12.5%,50.0%
1749,8,"Carry_Gangplank, Carry_Udyr, Viego, Carry_Ashe, Carry_JarvanIV, Kai'Sa, Aatrox, Galio",4.50,12.5%,37.5%
2232,6,"Kai'Sa, Gangplank, Carry_Udyr, Carry_Viego, Carry_Ashe, Carry_JarvanIV, Aatrox, Galio",4.67,0.0%,50.0%
1507,5,"Vi, Carry_Janna, Carry_Swain, Carry_Ashe, Carry_JarvanIV, Syndra, Udyr, K'Sante",5.80,0.0%,20.0%
2300,6,"Kai'Sa, Gangplank, Udyr, Carry_Viego, Carry_Ashe, Carry_JarvanIV, Galio, Aatrox",6.00,0.0%,16.7%
2057,12,"Carry_Udyr, Carry_Ashe, Carry_JarvanIV, Viego, Kai'Sa, Gangplank, Galio, Aatrox",6.58,0.0%,8.3%
255,8,"Vi, Janna, Carry_Swain, Carry_Ashe, Carry_JarvanIV, Syndra, Udyr, Braum",7.12,0.0%,12.5%
1158,5,"Syndra, Vi, Carry_Janna, Swain, Carry_Ashe, Carry_JarvanIV, Udyr, Lee_Sin",7.40,0.0%,0.0%
584,20,"Carry_Ashe, Carry_JarvanIV, Janna, Swain, Vi, Syndra, Udyr, Gangplank",7.65,0.0%,0.0%
