sub_cluster_id,size,top_8_units,avg_place,winrate,top4_rate
947,6,"Kennen, Carry_s3star_Kai'Sa, Kobuko, Carry_s3star_Darius, Carry_Udyr, Carry_Yasuo, Carry_Akali, Carry_Ryze",2.50,16.7%,100.0%
1612,5,"Carry_s3star_Kai'Sa, Carry_s3star_Darius, Carry_Udyr, Carry_Lee_Sin, Kennen, Akali, Kobuko, Yasuo",3.00,20.0%,100.0%
1707,13,"Carry_s3star_Kai'Sa, Kobuko, Carry_s3star_Darius, Carry_s3star_Udyr, Carry_Yasuo, Carry_Akali, Ryze, Kennen",3.00,23.1%,69.2%
964,5,"Kai'Sa, Kobuko, Carry_s3star_Darius, Carry_Udyr, Carry_s3star_Yasuo, Carry_Ryze, Kennen, Akali",3.20,0.0%,80.0%
1009,32,"Carry_s3star_Kai'Sa, Kobuko, Carry_s3star_Darius, Carry_Udyr, Carry_Akali, Carry_Ryze, Yasuo, Kennen",3.34,18.8%,78.1%
348,18,"Kobuko, Carry_s3star_Darius, Carry_Udyr, Carry_s3star_Yasuo, Carry_Akali, Ryze, Kai'Sa, Kennen",3.89,16.7%,66.7%
544,25,"Carry_s3star_Kai'Sa, Kobuko, Carry_g3star_Darius, Carry_s3star_Udyr, Carry_s3star_Yasuo, Ryze, Akali, Kennen",3.92,16.0%,68.0%
1985,5,"Kobuko, Carry_s3star_Darius, Udyr, Carry_Yasuo, Carry_Akali, Carry_Ryze, Kennen, Kai'Sa",4.40,20.0%,40.0%
2290,5,"Carry_s3star_Kai'Sa, Kobuko, Carry_s3star_Darius, Carry_s3star_Udyr, Carry_s3star_Yasuo, Carry_Ryze, Akali, Kennen",4.80,0.0%,40.0%
1120,38,"Carry_s3star_Darius, Carry_Udyr, Carry_Akali, Yasuo, Kobuko, Kai'Sa, Ryze, Kennen",5.68,0.0%,18.4%
1354,7,"Kai'Sa, Carry_s3star_Darius, Carry_Yasuo, Carry_Akali, Kobuko, Udyr, Ryze, Kennen",5.71,14.3%,28.6%
934,18,"Kobuko, Carry_s3star_Darius, Carry_Udyr, Carry_s3star_Yasuo, Kai'Sa, Ryze, Akali, Kennen",5.72,0.0%,27.8%
170,119,"Carry_s3star_Kai'Sa, Carry_s3star_Darius, Carry_Udyr, Kobuko, Yasuo, Akali, Kennen, Ryze",6.00,0.8%,16.8%
2029,9,"Carry_s3star_Kai'Sa, Kobuko, Carry_s3star_Darius, Udyr, Carry_s3star_Yasuo, Ryze, Akali, Kennen",6.11,0.0%,11.1%
678,9,"Carry_s3star_Darius, Carry_Udyr, Kai'Sa, Kobuko, Yasuo, Akali, Kennen, Ryze",7.56,0.0%,0.0%
