sub_cluster_id,size,top_8_units,avg_place,winrate,top4_rate
1656,19,"Syndra, Carry_Neeko, Carry_Jinx, Carry_Poppy, Carry_Seraphine, Carry_Varus, Ahri, Rell",2.84,15.8%,84.2%
521,31,"Carry_Jinx, Carry_Poppy, Carry_Seraphine, Carry_Varus, Neeko, Rell, Syndra, Ahri",3.16,6.5%,87.1%
2133,6,"Carry_Dr._Mundo, Carry_Jinx, Carry_Varus, Udyr, Sett, Jhin, Gnar, Naafiri",4.00,0.0%,50.0%
144,16,"Rell, Carry_Ahri, Carry_Jinx, Carry_Poppy, Carry_Varus, Neeko, Syndra, Xayah",4.38,0.0%,62.5%
1394,6,"Gnar, Jhin, Carry_Dr._Mundo, Carry_Jinx, Carry_Sett, Carry_Varus, Vi, Caitlyn",4.50,16.7%,50.0%
1566,17,"Carry_Neeko, Carry_Jinx, Carry_Poppy, Carry_Varus, Rell, Syndra, Ahri, Seraphine",4.65,5.9%,41.2%
2247,5,"Jhin, Carry_Dr._Mundo, Carry_Udyr, Carry_Jinx, Carry_Sett, Carry_Varus, Gnar, Vi",4.80,0.0%,40.0%
1858,8,"Carry_Jinx, Carry_Varus, Braum, Neeko, K'Sante, Gnar, Caitlyn, Rell",5.50,0.0%,37.5%
992,45,"Carry_Jinx, Carry_Poppy, Carry_Varus, Neeko, Rell, Jhin, K'Sante, Syndra",5.56,8.9%,26.7%
516,6,"Carry_Neeko, Carry_Jinx, Carry_Varus, K'Sante, Rell, Kennen, Rakan, Syndra",5.67,0.0%,16.7%
