sub_cluster_id,size,top_8_units,avg_place,winrate,top4_rate
1156,15,"Carry_Swain, Carry_Ashe, Carry_Braum, Carry_Gwen, Carry_Lee_Sin, Carry_Zyra, Vi, Janna",1.47,73.3%,100.0%
1005,6,"Swain, Carry_Sett, Volibear, Braum, Carry_Gwen, Carry_Yone, Carry_Twisted_Fate, Carry_Zyra",2.00,50.0%,100.0%
1205,10,"Xin_Zhao, Ryze, Karma, JarvanIV, Carry_Volibear, Carry_Braum, Carry_Gwen, Carry_Yone",2.00,50.0%,90.0%
1699,5,"Xin_Zhao, Karma, Carry_JarvanIV, Carry_Volibear, Carry_Braum, Carry_Gwen, Carry_Zyra, Galio",2.00,20.0%,100.0%
2136,11,"Carry_Vi, Carry_Swain, Carry_Ashe, Carry_Braum, Carry_Gwen, Carry_Lee_Sin, Carry_Zyra, Janna",2.09,54.5%,90.9%
2018,8,"Naafiri, Lux, Xin_Zhao, Carry_Samira, Carry_Sett, Carry_Braum, Carry_Gwen, Carry_Zyra",2.12,50.0%,87.5%
321,43,"Ryze, Karma, Carry_JarvanIV, Carry_Braum, Carry_Gwen, Carry_Yone, Carry_Zyra, Galio",2.30,37.2%,88.4%
101,6,"Carry_Vi, Janna, Carry_Swain, Carry_Ashe, Carry_Braum, Carry_Gwen, Carry_Zyra, Syndra",2.50,66.7%,83.3%
1382,8,"Carry_Braum, Carry_Lee_Sin, Carry_Yone, Carry_Twisted_Fate, Carry_Zyra, Sett, Volibear, Gwen",2.62,50.0%,75.0%
890,5,"Vi, Carry_Swain, Carry_Ashe, Carry_Braum, Carry_Yone, Carry_Zyra, Janna, Syndra",3.20,40.0%,60.0%
58,77,"Carry_Braum, Carry_Gwen, Carry_Yone, Carry_Zyra, Volibear, JarvanIV, Karma, Ryze",3.40,22.1%,71.4%
473,6,"Carry_Volibear, Carry_Braum, Carry_Gwen, Carry_Zyra, Xin_Zhao, JarvanIV, Yone, Ryze",3.83,0.0%,66.7%
1188,8,"Carry_Volibear, Carry_Braum, Carry_Yone, Carry_Zyra, Ryze, Karma, JarvanIV, Gwen",4.12,25.0%,50.0%
794,13,"Carry_Braum, Carry_Gwen, Carry_Zyra, Volibear, Yone, Xin_Zhao, Ryze, JarvanIV",4.31,23.1%,46.1%
1176,9,"Carry_JarvanIV, Carry_Braum, Carry_Yone, Carry_Zyra, Galio, Volibear, Ryze, Karma",4.56,11.1%,44.4%
309,31,"Carry_Gwen, Carry_Yone, Carry_Zyra, Braum, Volibear, Ryze, Karma, JarvanIV",4.87,9.7%,35.5%
852,15,"Carry_Braum, Carry_Yone, Carry_Zyra, Volibear, Ryze, JarvanIV, Galio, Xin_Zhao",5.73,6.7%,20.0%
1914,7,"Carry_Volibear, Carry_Braum, Carry_Zyra, Ryze, Swain, Gwen, Karma, JarvanIV",6.57,0.0%,14.3%
610,21,"Carry_Yone, Carry_Zyra, Galio, JarvanIV, Volibear, Ryze, Yasuo, Gwen",6.95,4.8%,9.5%
1632,6,"Carry_Sett, Carry_Yone, Carry_Zyra, Volibear, Swain, Braum, Gwen, Twisted_Fate",7.00,0.0%,0.0%
