sub_cluster_id,size,top_8_units,avg_place,winrate,top4_rate
741,7,"Carry_g3star_Kayle, Carry_s3star_Naafiri, Carry_g3star_Zac, Aatrox, Dr._Mundo, Udyr, Carry_Sett, Carry_Braum",1.86,42.9%,100.0%
1277,12,"Carry_g3star_Kayle, Carry_s3star_Naafiri, Carry_g3star_Zac, Aatrox, Dr._Mundo, Udyr, Carry_Sett, Carry_Lee_Sin",3.17,25.0%,83.3%
1686,8,"Carry_g3star_Kayle, Carry_g3star_Naafiri, Carry_g3star_Zac, Carry_s3star_Aatrox, Udyr, Carry_Lee_Sin, Sett, Dr._Mundo",3.88,12.5%,75.0%
1073,30,"Carry_g3star_Kayle, Carry_s3star_Naafiri, Carry_g3star_Zac, Aatrox, Carry_Sett, Dr._Mundo, Udyr, Vi",4.00,20.0%,63.3%
1696,6,"Carry_g3star_Kayle, Carry_g3star_Naafiri, Carry_g3star_Zac, Aatrox, Udyr, Carry_Varus, Dr._Mundo, Sett",4.33,16.7%,66.7%
1926,8,"Carry_g3star_Kayle, Carry_g3star_Naafiri, Zac, Aatrox, Dr._Mundo, Carry_Udyr, Carry_Sett, Vi",5.12,12.5%,25.0%
1355,11,"Carry_s3star_Kayle, Carry_Naafiri, Zac, Aatrox, Udyr, Carry_Sett, Dr._Mundo, Vi",5.73,0.0%,36.4%
140,86,"Carry_g3star_Kayle, Carry_s3star_Naafiri, Carry_g3star_Zac, Aatrox, Udyr, Dr._Mundo, Sett, Vi",6.00,2.3%,13.9%
442,32,"Carry_g3star_Kayle, Carry_s3star_Naafiri, Carry_g3star_Zac, Aatrox, Carry_Udyr, Dr._Mundo, Vi, Sett",6.28,0.0%,6.2%
378,9,"Carry_s3star_Kayle, Carry_s3star_Naafiri, Zac, Carry_Udyr, Aatrox, Dr._Mundo, Vi, Sett",6.89,0.0%,0.0%
1711,7,"Carry_s3star_Kayle, Carry_Naafiri, Zac, Aatrox, Udyr, Vi, s3star_Dr._Mundo, Sett",7.86,0.0%,0.0%
