sub_cluster_id,size,top_8_units,avg_place,winrate,top4_rate
1537,6,"Ezreal, Garen, Carry_Syndra, Carry_Rakan, Carry_Malzahar, Carry_K'Sante, Carry_Leona, Carry_Yuumi",2.00,66.7%,83.3%
2285,5,"Ezreal, Garen, Carry_Leona, Carry_Yuumi, Carry_Seraphine, Carry_Twisted_Fate, Rakan, Jayce",2.00,40.0%,100.0%
739,10,"Ezreal, Garen, Carry_Syndra, Rakan, Carry_Malzahar, Carry_K'Sante, Carry_Leona, Carry_Yuumi",2.20,30.0%,90.0%
1893,9,"Carry_s3star_Ezreal, Carry_s3star_Garen, Rakan, Carry_Leona, Carry_Yuumi, Carry_Seraphine, Syndra, Jayce",2.22,22.2%,100.0%
698,8,"Rakan, Carry_Malzahar, Carry_K'Sante, Carry_Leona, Carry_Yuumi, Carry_Braum, Carry_Seraphine, Ezreal",2.25,0.0%,100.0%
1023,19,"Ezreal, Carry_K'Sante, Carry_Leona, Carry_Yuumi, Carry_Braum, Carry_Seraphine, Rakan, Garen",2.42,21.1%,100.0%
171,582,"Carry_Malzahar, Carry_K'Sante, Carry_Leona, Carry_Yuumi, Carry_Seraphine, Ezreal, Rakan, Garen",2.60,21.1%,91.6%
1718,5,"Carry_Ezreal, Garen, Syndra, Rakan, Malzahar, Carry_K'Sante, Carry_Leona, Carry_Yuumi",2.60,0.0%,100.0%
1581,11,"Ezreal, Carry_Malzahar, Carry_Leona, Carry_Yuumi, Carry_Braum, Carry_Seraphine, Syndra, Rakan",2.73,9.1%,90.9%
73,52,"Ezreal, Carry_Rakan, Carry_K'Sante, Carry_Leona, Carry_Yuumi, Carry_Seraphine, Garen, Malzahar",2.75,19.2%,88.5%
1553,6,"Ezreal, Garen, Carry_s3star_Caitlyn, Carry_Jayce, Carry_Leona, Carry_Yuumi, Carry_Seraphine, Rakan",3.00,16.7%,83.3%
17,469,"Carry_Malzahar, Carry_Leona, Carry_Yuumi, Carry_Seraphine, Garen, Ezreal, Rakan, Syndra",3.45,13.9%,74.8%
629,6,"Ezreal, Carry_s3star_Garen, Carry_s3star_Katarina, Carry_Leona, Carry_Yuumi, Carry_Seraphine, Rakan, Jayce",3.50,16.7%,66.7%
605,6,"Ezreal, Garen, Carry_Neeko, Carry_Leona, Carry_Yuumi, Carry_Seraphine, Syndra, Rakan",4.33,0.0%,50.0%
2197,7,"Carry_Swain, Carry_Leona, Carry_Yuumi, Carry_Seraphine, Ezreal, Rell, Garen, Syndra",4.71,0.0%,42.9%
88,402,"Carry_Leona, Carry_Yuumi, Carry_Seraphine, Ezreal, Garen, Rakan, Malzahar, Syndra",4.83,5.7%,43.5%
1843,5,"Garen, Leona, Carry_Yuumi, Carry_Braum, Carry_Seraphine, Ezreal, Syndra, Jayce",5.60,0.0%,20.0%
1303,11,"Carry_Malzahar, Carry_Leona, Carry_Seraphine, Ezreal, Syndra, Garen, Rakan, Yuumi",6.36,0.0%,18.2%
1529,12,"Ezreal, Carry_Yuumi, Carry_Seraphine, Garen, Malzahar, Leona, Syndra, Rakan",6.67,0.0%,16.7%
198,8,"Carry_Leona, Carry_Seraphine, Ezreal, Garen, Yuumi, Rakan, Syndra, K'Sante",7.00,0.0%,12.5%
