sub_cluster_id,size,top_8_units,avg_place,winrate,top4_rate
1653,8,"Carry_Udyr, Carry_Ashe, Carry_Sett, Carry_Lee_Sin, Carry_Twisted_Fate, Carry_Zyra, Naafiri, Vi",1.62,50.0%,100.0%
1085,7,"Naafiri, Carry_Udyr, Carry_Sett, Carry_Braum, Carry_Lee_Sin, Carry_Twisted_Fate, Carry_Zyra, Dr._Mundo",1.86,42.9%,100.0%
110,16,"Carry_s3star_Kayle, Udyr, Carry_Sett, Carry_Lee_Sin, Carry_Twisted_Fate, Naafiri, Aatrox, Zac",2.12,37.5%,93.8%
1625,14,"Udyr, Carry_Ashe, Carry_Sett, Carry_Lee_Sin, Carry_Twisted_Fate, Carry_Zyra, Naafiri, Vi",2.29,14.3%,100.0%
940,27,"Carry_Sett, Carry_Braum, Carry_Lee_Sin, Carry_Twisted_Fate, Carry_Zyra, Dr._Mundo, Udyr, Naafiri",2.48,33.3%,85.2%
1882,6,"Carry_Udyr, Carry_Ashe, Carry_Lee_Sin, Carry_Twisted_Fate, Viego, Gangplank, Braum, Zyra",2.67,33.3%,100.0%
861,8,"Xin_Zhao, Carry_Samira, Carry_Sett, Carry_Gwen, Carry_Twisted_Fate, Naafiri, Viego, Lux",2.75,25.0%,87.5%
2045,5,"Dr._Mundo, Carry_Ashe, Carry_Sett, Carry_Braum, Carry_Twisted_Fate, Vi, Udyr, Lee_Sin",3.20,20.0%,80.0%
1041,6,"Naafiri, Dr._Mundo, Carry_g3star_Vi, Carry_Udyr, Carry_Ashe, Carry_Sett, Carry_Twisted_Fate, Aatrox",3.33,16.7%,66.7%
2305,5,"Naafiri, Carry_Udyr, Carry_Sett, Carry_Lee_Sin, Carry_Twisted_Fate, Carry_Zyra, Dr._Mundo, Vi",3.40,0.0%,80.0%
1970,6,"Carry_Sett, Carry_Braum, Carry_Gwen, Yone, Carry_Twisted_Fate, Swain, Volibear, Lee_Sin",3.67,16.7%,50.0%
1160,27,"Carry_Sett, Carry_Lee_Sin, Carry_Twisted_Fate, Carry_Zyra, Dr._Mundo, Udyr, Vi, Braum",3.89,7.4%,63.0%
2083,10,"Carry_Braum, Carry_Lee_Sin, Carry_Twisted_Fate, Carry_Zyra, Dr._Mundo, Udyr, Naafiri, Sett",3.90,0.0%,60.0%
1259,20,"Udyr, Carry_Ashe, Carry_Sett, Carry_Lee_Sin, Carry_Twisted_Fate, Dr._Mundo, Naafiri, Vi",3.95,5.0%,55.0%
1773,5,"Naafiri, Dr._Mundo, Carry_Udyr, Carry_Ashe, Carry_Sett, Carry_Lee_Sin, Carry_Twisted_Fate, Vi",4.00,0.0%,80.0%
1010,6,"Carry_Sett, Carry_Gwen, Carry_Lee_Sin, Carry_Twisted_Fate, Braum, Zyra, Swain, Volibear",4.83,16.7%,33.3%
1779,8,"Carry_Lee_Sin, Carry_Twisted_Fate, Sett, Udyr, Gwen, Yone, Zyra, Braum",5.00,12.5%,25.0%
173,14,"Carry_Udyr, Carry_Ashe, Carry_Sett, Carry_Twisted_Fate, Vi, Dr._Mundo, Naafiri, Lee_Sin",5.29,0.0%,28.6%
886,9,"Carry_Lee_Sin, Carry_Twisted_Fate, Carry_Zyra, Naafiri, Dr._Mundo, Vi, Udyr, Sett",5.33,0.0%,33.3%
1304,5,"Carry_Sett, Carry_Gwen, Carry_Twisted_Fate, Carry_Zyra, Braum, Swain, Yone, Lee_Sin",5.40,0.0%,40.0%
1693,8,"Carry_Sett, Carry_Lee_Sin, Carry_Twisted_Fate, Dr._Mundo, Udyr, Vi, Zyra, Naafiri",5.62,12.5%,25.0%
129,8,"Carry_Sett, Carry_Twisted_Fate, Carry_Zyra, Braum, Naafiri, Dr._Mundo, Vi, Udyr",5.75,0.0%,25.0%
1743,8,"Xin_Zhao, Viego, Carry_Samira, Carry_Sett, Carry_Twisted_Fate, Lux, Naafiri, Kalista",5.75,0.0%,25.0%
868,17,"Udyr, Carry_Ashe, Carry_Sett, Carry_Twisted_Fate, Naafiri, Vi, Dr._Mundo, Lee_Sin",5.82,0.0%,29.4%
1864,6,"Dr._Mundo, Carry_Sett, Carry_Braum, Carry_Twisted_Fate, Vi, Udyr, Lee_Sin, Naafiri",5.83,0.0%,33.3%
1345,5,"Carry_Sett, Carry_Volibear, Carry_Twisted_Fate, Dr._Mundo, Udyr, Braum, Lee_Sin, Shen",6.00,0.0%,20.0%
55,10,"Carry_Sett, Carry_Gwen, Carry_Twisted_Fate, Swain, Volibear, Braum, Yone, Zyra",6.60,0.0%,10.0%
345,6,"Carry_Udyr, Carry_Ashe, Carry_Twisted_Fate, Vi, Lee_Sin, Sett, Viego, Swain",7.17,0.0%,0.0%
1601,7,"Carry_Sett, Carry_Twisted_Fate, Vi, Udyr, Lee_Sin, Dr._Mundo, Braum, Zyra",7.71,0.0%,0.0%
