sub_cluster_id,size,top_8_units,avg_place,winrate,top4_rate
918,14,"Kennen, Janna, Carry_Neeko, Carry_Akali, Carry_K'Sante, Ryze, Carry_JarvanIV, Carry_Varus",1.93,35.7%,100.0%
2004,6,"Kennen, Carry_Neeko, Carry_Akali, Carry_K'Sante, Carry_Ryze, Carry_JarvanIV, Carry_Varus, Carry_Zyra",2.00,33.3%,100.0%
582,19,"Carry_Akali, Carry_K'Sante, Ryze, Carry_JarvanIV, Carry_Lee_Sin, Carry_Varus, Kennen, Janna",2.32,31.6%,89.5%
882,19,"Kennen, Carry_Neeko, Carry_Akali, Carry_K'Sante, Carry_Ryze, Carry_JarvanIV, Carry_Varus, Janna",2.37,26.3%,94.7%
1136,7,"Kennen, Janna, Neeko, Carry_Akali, Carry_K'Sante, Ryze, Carry_JarvanIV, Carry_Varus",2.43,28.6%,85.7%
1826,20,"Kennen, Janna, Carry_Neeko, Carry_Akali, Carry_K'Sante, Ryze, Carry_JarvanIV, Carry_Zyra",2.50,25.0%,90.0%
1954,5,"Kennen, Carry_Akali, Carry_K'Sante, Carry_JarvanIV, Carry_Yone, Ryze, Janna, Neeko",2.60,0.0%,100.0%
315,141,"Carry_Akali, Carry_K'Sante, Carry_Ryze, Carry_JarvanIV, Carry_Varus, Kennen, Janna, Neeko",2.96,23.4%,81.6%
2280,5,"Carry_Kennen, Janna, Carry_Akali, Carry_K'Sante, Carry_JarvanIV, Carry_Varus, Carry_Zyra, Neeko",3.20,20.0%,80.0%
284,546,"Carry_Akali, Carry_K'Sante, Carry_JarvanIV, Carry_Varus, Kennen, Ryze, Janna, Neeko",3.49,15.4%,72.3%
942,19,"Janna, Carry_Akali, Carry_K'Sante, Carry_JarvanIV, Carry_Twisted_Fate, Ryze, Kennen, Neeko",3.58,5.3%,79.0%
676,10,"Carry_Akali, Carry_K'Sante, Ryze, Carry_JarvanIV, Carry_Braum, Janna, Kennen, Neeko",3.60,10.0%,80.0%
2033,5,"Kennen, Janna, Neeko, Carry_Akali, Carry_K'Sante, Ryze, Carry_JarvanIV, Carry_Ekko",3.60,20.0%,80.0%
90,21,"Kennen, Carry_Akali, Carry_K'Sante, Carry_Karma, Carry_JarvanIV, Ryze, Galio, Aatrox",3.71,9.5%,61.9%
1836,9,"Carry_Kennen, Carry_Akali, Carry_K'Sante, Ryze, Carry_JarvanIV, Carry_Varus, Janna, Neeko",3.89,22.2%,55.6%
2182,9,"Kennen, Carry_Akali, Carry_K'Sante, Ryze, Carry_JarvanIV, Carry_Gwen, Janna, Neeko",3.89,11.1%,77.8%
1961,31,"Kennen, Carry_Neeko, Carry_Akali, Carry_K'Sante, Carry_Varus, Janna, Ryze, JarvanIV",4.68,6.5%,48.4%
292,131,"Carry_Akali, Carry_K'Sante, Carry_Varus, Kennen, JarvanIV, Janna, Ryze, Neeko",5.29,6.1%,30.5%
3,564,"Carry_Akali, Carry_K'Sante, Carry_JarvanIV, Kennen, Janna, Ryze, Neeko, Varus",5.58,2.7%,28.9%
1857,5,"Kennen, Carry_Akali, Carry_K'Sante, Ryze, Carry_Braum, Janna, Varus, JarvanIV",5.60,0.0%,20.0%
184,16,"Carry_Akali, Carry_K'Sante, Carry_Karma, Kennen, Ryze, JarvanIV, Galio, Aatrox",5.81,0.0%,25.0%
1852,6,"Kennen, Carry_Jhin, Neeko, Carry_Akali, Carry_K'Sante, Carry_JarvanIV, Janna, Ryze",6.17,0.0%,0.0%
1432,18,"Carry_Akali, Carry_JarvanIV, Carry_Varus, Kennen, Janna, Neeko, Ryze, K'Sante",6.39,11.1%,11.1%
1239,5,"Carry_Akali, Carry_K'Sante, Ryze, JarvanIV, Carry_Twisted_Fate, Kennen, Janna, Neeko",6.60,0.0%,0.0%
10,142,"Carry_Akali, Carry_K'Sante, JarvanIV, Kennen, Ryze, Janna, Neeko, Varus",6.96,0.0%,5.6%
1951,8,"Carry_Akali, Carry_Varus, Kennen, Janna, K'Sante, JarvanIV, Ryze, Neeko",7.25,0.0%,0.0%
872,6,"Carry_JarvanIV, Carry_Varus, K'Sante, Ryze, Janna, Kennen, Braum, Neeko",7.67,0.0%,0.0%
