sub_cluster_id,size,top_8_units,avg_place,winrate,top4_rate
1351,8,"Dr._Mundo, Carry_s3star_Vi, Udyr, Carry_Ashe, Carry_Sett, Carry_Braum, Carry_Zyra, Naafiri",1.88,50.0%,100.0%
1249,10,"Carry_Kai'Sa, Carry_g3star_Gangplank, Carry_g3star_Udyr, Carry_s3star_Viego, Carry_Ashe, Carry_Sett, Kayle, Darius",2.40,30.0%,90.0%
1923,10,"Carry_s3star_Gangplank, Udyr, Carry_Ashe, Carry_Sett, Carry_Lee_Sin, Viego, Kai'Sa, Aatrox",2.90,30.0%,70.0%
821,61,"Carry_s3star_Gangplank, Carry_s3star_Udyr, Carry_g3star_Viego, Carry_Ashe, Carry_Sett, Kai'Sa, Kayle, Lee_Sin",2.92,18.0%,85.2%
920,7,"Carry_Kai'Sa, Carry_s3star_Udyr, Viego, Carry_Ashe, Carry_Sett, Aatrox, Lee_Sin, Gangplank",3.14,28.6%,71.4%
2240,5,"Carry_s3star_Kai'Sa, Carry_s3star_Gangplank, Udyr, Carry_Viego, Carry_Ashe, Carry_Sett, Kayle, Akali",3.40,0.0%,80.0%
937,18,"Carry_Dr._Mundo, Carry_s3star_Vi, Carry_Udyr, Carry_Ashe, Carry_Sett, Naafiri, Aatrox, Zyra",3.72,0.0%,72.2%
915,16,"Carry_g3star_Vi, Carry_Ashe, Carry_Sett, Carry_Lee_Sin, Udyr, Dr._Mundo, Naafiri, Aatrox",3.75,12.5%,75.0%
2055,6,"Carry_s3star_Kai'Sa, Udyr, Carry_Ashe, Carry_Sett, Carry_Lee_Sin, Gangplank, Viego, Naafiri",3.83,0.0%,66.7%
2052,8,"Carry_s3star_Gangplank, Udyr, Viego, Carry_Ashe, Carry_Sett, Kai'Sa, Kayle, Lee_Sin",4.12,12.5%,37.5%
1787,33,"Carry_Udyr, Carry_Ashe, Carry_Sett, Carry_Lee_Sin, Vi, Dr._Mundo, Naafiri, Viego",4.15,6.1%,63.6%
1815,5,"Naafiri, Dr._Mundo, Carry_Udyr, Carry_Ashe, Carry_Sett, Carry_Volibear, Braum, Lee_Sin",4.40,0.0%,60.0%
599,45,"Carry_Udyr, Carry_Ashe, Carry_Sett, Carry_Zyra, Vi, Dr._Mundo, Naafiri, Aatrox",5.38,0.0%,28.9%
602,6,"Carry_s3star_Vi, Carry_Janna, Udyr, Carry_Ashe, Carry_Sett, Naafiri, Dr._Mundo, Aatrox",5.50,0.0%,33.3%
2081,5,"Udyr, Carry_Ashe, Carry_Sett, Carry_Volibear, Carry_Lee_Sin, Naafiri, Dr._Mundo, Kai'Sa",5.80,0.0%,20.0%
747,51,"Carry_Udyr, Carry_Ashe, Carry_Sett, Dr._Mundo, Vi, Naafiri, Aatrox, Lee_Sin",6.02,0.0%,15.7%
791,8,"Carry_Kai'Sa, Gangplank, Carry_Ashe, Carry_Sett, Udyr, Viego, Aatrox, Kayle",6.12,0.0%,12.5%
65,12,"Udyr, Carry_Ashe, Carry_Sett, Carry_Volibear, Naafiri, Dr._Mundo, Vi, Lee_Sin",6.17,0.0%,8.3%
1859,5,"Vi, Carry_Ashe, Carry_Sett, Carry_Volibear, Carry_Zyra, Dr._Mundo, Udyr, Janna",6.20,0.0%,20.0%
1619,7,"Carry_Ashe, Carry_Sett, Carry_Yone, Udyr, JarvanIV, Lee_Sin, Galio, Gangplank",6.29,0.0%,28.6%
1983,7,"Vi, Carry_Janna, Carry_Udyr, Carry_Ashe, Carry_Sett, Dr._Mundo, Aatrox, Naafiri",6.43,0.0%,14.3%
180,46,"Carry_s3star_Vi, Carry_Ashe, Carry_Sett, Udyr, Dr._Mundo, Aatrox, Naafiri, Zyra",6.50,0.0%,8.7%
1391,6,"Carry_s3star_Gangplank, Carry_Ashe, Udyr, s3star_Kai'Sa, Lee_Sin, Viego, Kennen, Kayle",6.50,0.0%,0.0%
1658,14,"Vi, Carry_Janna, Carry_Ashe, Carry_Sett, Udyr, Dr._Mundo, Naafiri, Swain",7.07,0.0%,0.0%
619,64,"Carry_Ashe, Carry_Sett, Vi, Udyr, Dr._Mundo, Naafiri, Swain, Aatrox",7.33,0.0%,3.1%
