sub_cluster_id,size,top_8_units,avg_place,winrate,top4_rate
1611,9,"Carry_s3star_Kayle, Carry_s3star_Zac, Aatrox, Carry_Dr._Mundo, Udyr, Carry_Lee_Sin, Sett, Braum",3.33,11.1%,66.7%
1347,14,"Carry_g3star_Kayle, Carry_s3star_Zac, Aatrox, Carry_s3star_Dr._Mundo, Carry_Udyr, Carry_Sett, Naafiri, Vi",4.43,14.3%,50.0%
1367,11,"Carry_g3star_Kayle, Carry_s3star_Zac, Aatrox, Carry_Dr._Mundo, Udyr, Carry_Sett, Naafiri, Vi",4.73,9.1%,45.5%
1370,7,"Carry_s3star_Kayle, Naafiri, Carry_g3star_Dr._Mundo, Carry_Udyr, Aatrox, Sett, Vi, Zac",4.86,14.3%,28.6%
2156,6,"Carry_g3star_Kayle, Carry_s3star_Naafiri, Aatrox, Carry_s3star_Dr._Mundo, Udyr, Zac, Vi, Sett",5.17,16.7%,16.7%
1281,12,"Carry_g3star_Kayle, Carry_Dr._Mundo, Carry_Udyr, Carry_Sett, Aatrox, Naafiri, Zac, Vi",5.42,8.3%,33.3%
349,11,"Carry_g3star_Kayle, Naafiri, Carry_g3star_Zac, Carry_g3star_Aatrox, Carry_Dr._Mundo, Udyr, Vi, Sett",5.55,0.0%,27.3%
489,10,"Carry_g3star_Kayle, Carry_s3star_Naafiri, Carry_g3star_Zac, Aatrox, Carry_Dr._Mundo, Udyr, Vi, Sett",5.70,0.0%,20.0%
2000,8,"Carry_g3star_Kayle, Aatrox, Carry_Dr._Mundo, Udyr, Carry_Sett, Naafiri, Zac, Vi",6.62,0.0%,12.5%
138,37,"Carry_g3star_Kayle, Carry_s3star_Zac, Carry_Dr._Mundo, Udyr, Aatrox, Naafiri, Vi, Sett",6.65,0.0%,8.1%
869,9,"Carry_s3star_Kayle, Aatrox, Carry_s3star_Dr._Mundo, Naafiri, s3star_Zac, Udyr, Sett, Vi",7.22,0.0%,0.0%
