sub_cluster_id,size,top_8_units,avg_place,winrate,top4_rate
758,10,"Janna, Carry_Swain, Carry_Ashe, Carry_Braum, Carry_Lee_Sin, Carry_Twisted_Fate, Carry_Zyra, Vi",1.30,90.0%,100.0%
962,11,"Carry_Braum, Carry_Gwen, Carry_Yone, Carry_Twisted_Fate, Carry_Zyra, Volibear, Sett, Lee_Sin",1.64,45.5%,100.0%
1532,6,"Gnar, Janna, Swain, Carry_K'Sante, JarvanIV, Carry_Braum, Carry_Varus, Carry_Twisted_Fate",1.83,33.3%,100.0%
1050,7,"Carry_Swain, Carry_Ashe, Carry_Braum, Carry_Twisted_Fate, Carry_Zyra, Janna, Vi, Lee_Sin",2.29,57.1%,71.4%
1706,6,"Carry_Braum, Carry_Zyra, Dr._Mundo, Vi, Janna, Swain, Ashe, Lee_Sin",3.67,16.7%,66.7%
1099,10,"Carry_Braum, Carry_Yone, Carry_Twisted_Fate, Carry_Zyra, Volibear, Swain, Sett, Lee_Sin",4.00,30.0%,60.0%
1812,6,"Carry_Sett, Carry_Braum, Lee_Sin, Carry_Twisted_Fate, Carry_Zyra, Dr._Mundo, Udyr, Naafiri",4.17,0.0%,66.7%
2163,5,"Carry_Twisted_Fate, Carry_Zyra, Lee_Sin, Sett, Yone, Udyr, Dr._Mundo, Volibear",5.20,40.0%,40.0%
998,9,"Carry_Braum, Carry_Twisted_Fate, Carry_Zyra, Swain, Sett, Volibear, Gwen, Lee_Sin",5.67,11.1%,11.1%
1029,7,"Carry_Yone, Carry_Twisted_Fate, Carry_Zyra, Braum, Volibear, Swain, JarvanIV, Galio",6.14,0.0%,14.3%
