sub_cluster_id,size,top_8_units,avg_place,winrate,top4_rate
1320,21,"Aatrox, Gangplank, Senna, Carry_Ryze, Carry_JarvanIV, Carry_Yone, Carry_Zyra, Carry_Galio",2.57,23.8%,95.2%
203,28,"Senna, Carry_Ryze, Carry_JarvanIV, Carry_Lee_Sin, Carry_Yone, Carry_Galio, Aatrox, Gangplank",2.86,14.3%,85.7%
226,6,"Aatrox, Kobuko, Carry_Gangplank, Carry_Udyr, Yasuo, Senna, Carry_Ryze, Carry_JarvanIV",3.00,0.0%,100.0%
1124,5,"Lucian, Aatrox, Gangplank, Carry_Senna, Carry_Karma, Carry_JarvanIV, Carry_Braum, Carry_Yone",3.00,20.0%,80.0%
1361,6,"Aatrox, Kobuko, Carry_Gangplank, Udyr, Carry_Yasuo, Senna, Carry_Ryze, Carry_JarvanIV",3.00,0.0%,83.3%
1781,8,"Aatrox, Carry_Kobuko, Udyr, Yasuo, Senna, Carry_Ryze, Carry_JarvanIV, Carry_Yone",3.12,12.5%,87.5%
61,93,"Kobuko, Udyr, Carry_Yasuo, Carry_Ryze, Carry_JarvanIV, Carry_Yone, Carry_Galio, Aatrox",3.29,12.9%,76.3%
1794,6,"Aatrox, Carry_Senna, Carry_Ryze, Carry_Karma, JarvanIV, Carry_Yone, Carry_s3star_Galio, Lucian",3.33,16.7%,66.7%
2221,5,"Lucian, Aatrox, Gangplank, Senna, Carry_Ryze, Carry_Karma, Carry_JarvanIV, Carry_Lee_Sin",3.40,0.0%,80.0%
342,9,"Senna, Carry_Ryze, Carry_JarvanIV, Carry_Yone, Carry_Ekko, Carry_Galio, Gangplank, Aatrox",3.44,22.2%,77.8%
371,117,"Aatrox, Carry_Senna, Carry_Ryze, Carry_JarvanIV, Carry_Yone, Carry_Galio, Kobuko, Gangplank",3.52,11.1%,73.5%
1791,11,"Carry_Gangplank, Carry_Ryze, Carry_JarvanIV, Carry_Yone, Carry_Galio, Aatrox, Senna, Kobuko",3.55,18.2%,63.6%
317,5,"Aatrox, Gangplank, Senna, Carry_Ryze, JarvanIV, Carry_Lee_Sin, Carry_Yone, Carry_Galio",3.60,0.0%,80.0%
330,5,"Lucian, Aatrox, Gangplank, Senna, Carry_Karma, Carry_JarvanIV, Volibear, Carry_Braum",3.60,0.0%,80.0%
1153,24,"Aatrox, Carry_Senna, Carry_Karma, Carry_JarvanIV, Carry_Yone, Carry_g3star_Galio, Lucian, Gangplank",3.92,20.8%,58.3%
540,31,"Carry_Karma, Carry_JarvanIV, Carry_Gwen, Carry_Yone, Carry_Galio, Lucian, Aatrox, Gangplank",4.42,9.7%,48.4%
189,322,"Carry_Ryze, Carry_JarvanIV, Carry_Yone, Carry_Galio, Senna, Aatrox, Yasuo, Kobuko",4.68,6.8%,44.1%
1691,7,"Aatrox, Kobuko, Udyr, Carry_Yasuo, Carry_Senna, Carry_Ryze, Carry_JarvanIV, Carry_Galio",4.71,0.0%,28.6%
142,5,"Aatrox, Carry_Gangplank, Senna, Carry_Ryze, Carry_Yone, Carry_Galio, Kobuko, Udyr",4.80,20.0%,40.0%
227,28,"Aatrox, Carry_Udyr, Carry_Ryze, Carry_Yone, Carry_Galio, Kobuko, Senna, Yasuo",5.07,0.0%,42.9%
228,13,"Udyr, Carry_Yasuo, Senna, Carry_Ryze, Carry_JarvanIV, Carry_Galio, Aatrox, Kobuko",5.46,0.0%,23.1%
352,9,"Carry_Aatrox, Carry_Ryze, Carry_Karma, Carry_JarvanIV, Carry_Galio, Gangplank, Senna, Lucian",5.56,0.0%,22.2%
1872,5,"Gangplank, Carry_JarvanIV, Carry_Volibear, Carry_Yone, Carry_Galio, Senna, Karma, Lucian",5.60,0.0%,20.0%
533,8,"Aatrox, Kobuko, Gangplank, Carry_Udyr, Senna, Carry_Ryze, Carry_JarvanIV, Carry_Galio",5.88,0.0%,12.5%
1991,11,"Carry_s3star_Aatrox, Senna, Carry_Ryze, Carry_Yone, Carry_Galio, Kobuko, Udyr, Yasuo",5.91,0.0%,18.2%
2191,5,"Lucian, Aatrox, Gangplank, Carry_s3star_Senna, Carry_JarvanIV, Carry_Yone, Carry_s3star_Galio, Karma",6.20,0.0%,20.0%
1560,10,"Carry_Ryze, Carry_JarvanIV, Carry_Galio, Aatrox, Senna, Gangplank, Yone, Udyr",6.50,0.0%,10.0%
985,32,"Carry_Ryze, Carry_Yone, Carry_Galio, JarvanIV, Gangplank, Senna, Aatrox, Udyr",6.56,0.0%,12.5%
1931,5,"Aatrox, Senna, Ryze, Carry_JarvanIV, Carry_Yone, Carry_Galio, Karma, Gangplank",6.60,0.0%,20.0%
2020,5,"Carry_Lucian, Aatrox, Senna, Karma, Carry_JarvanIV, Carry_Yone, Carry_s3star_Galio, Gangplank",6.60,0.0%,20.0%
805,5,"Aatrox, Carry_Gangplank, Carry_Senna, Carry_JarvanIV, Carry_Galio, Ryze, Karma, Lucian",7.20,0.0%,0.0%
