sub_cluster_id,size,top_8_units,avg_place,winrate,top4_rate
614,11,"Ezreal, Garen, Carry_s3star_Rakan, Carry_g3star_Katarina, Carry_Leona, Carry_Ryze, Carry_Yuumi, Carry_Lee_Sin",1.36,72.7%,100.0%
863,18,"Carry_Malzahar, Carry_K'Sante, Carry_Leona, Carry_Yuumi, Carry_Braum, Rakan, Ezreal, Garen",1.89,44.4%,100.0%
638,6,"Carry_Ezreal, Garen, Carry_g3star_Katarina, Carry_Leona, Carry_Ryze, Carry_Yuumi, Rakan, Jayce",2.00,50.0%,100.0%
968,38,"Ezreal, Garen, Carry_g3star_Katarina, Carry_Leona, Carry_Ryze, Carry_Yuumi, Carry_Lee_Sin, Rakan",2.26,26.3%,97.4%
1600,24,"Ezreal, Rakan, Carry_Malzahar, Carry_K'Sante, Carry_Leona, Carry_Yuumi, Carry_Zyra, Garen",2.38,29.2%,95.8%
1,28,"Ezreal, Garen, Rakan, Carry_K'Sante, Carry_Leona, Carry_Yuumi, Carry_Seraphine, Carry_Zyra",2.54,21.4%,92.9%
465,9,"Ezreal, Carry_Garen, Carry_Leona, Carry_Yuumi, Carry_Braum, Rakan, Rell, Seraphine",3.11,22.2%,66.7%
899,6,"Ezreal, Garen, Rakan, Carry_s3star_Katarina, Carry_Leona, Carry_Yuumi, Carry_Ekko, Ryze",3.17,0.0%,83.3%
312,42,"Carry_Leona, Carry_Yuumi, Carry_Braum, Carry_Seraphine, Ezreal, Garen, Syndra, Rakan",3.31,21.4%,76.2%
2154,11,"Ezreal, Rakan, Malzahar, Carry_K'Sante, Carry_Leona, Carry_Yuumi, Carry_Zyra, Garen",3.45,9.1%,72.7%
1323,37,"Carry_Malzahar, Carry_Leona, Carry_Yuumi, Carry_Braum, Ezreal, Garen, Rakan, Syndra",3.49,13.5%,73.0%
818,16,"Carry_Leona, Carry_Yuumi, Carry_Seraphine, Carry_Zyra, Ezreal, Malzahar, Rakan, Garen",3.50,12.5%,81.2%
780,26,"Carry_Rakan, Carry_K'Sante, Carry_Leona, Carry_Yuumi, Ezreal, Garen, Malzahar, Syndra",3.54,30.8%,65.4%
1745,8,"Ezreal, Carry_Syndra, Carry_Rakan, Carry_Malzahar, Carry_K'Sante, Carry_Leona, Carry_Yuumi, Garen",3.62,12.5%,62.5%
1837,6,"Ezreal, Carry_s3star_Syndra, Carry_Leona, Carry_Yuumi, Carry_Seraphine, Malzahar, Garen, Rell",3.67,0.0%,66.7%
945,18,"Garen, Carry_Malzahar, Carry_Leona, Carry_Yuumi, Carry_Zyra, Ezreal, Rakan, K'Sante",3.78,11.1%,66.7%
