sub_cluster_id,size,top_8_units,avg_place,winrate,top4_rate
413,8,"Carry_s3star_Kayle, Zac, Jhin, Carry_Malzahar, Carry_K'Sante, Carry_Varus, Aatrox, Udyr",2.38,25.0%,87.5%
2030,11,"Carry_Malzahar, Carry_Akali, Carry_K'Sante, Carry_JarvanIV, Kennen, Janna, Ryze, Neeko",3.18,27.3%,72.7%
2137,7,"Carry_s3star_Kayle, Carry_s3star_Zac, Carry_s3star_Jhin, Carry_Malzahar, Carry_K'Sante, Aatrox, Udyr, Neeko",4.71,0.0%,42.9%
883,16,"Carry_g3star_Kayle, Carry_g3star_Zac, Carry_Malzahar, Carry_K'Sante, Udyr, Jhin, Aatrox, Kobuko",5.19,6.2%,31.2%
2086,11,"Carry_s3star_Zac, Jhin, Carry_Malzahar, Carry_K'Sante, Kayle, Kobuko, Neeko, Yuumi",5.64,0.0%,36.4%
2255,10,"Carry_s3star_Kayle, Carry_Malzahar, Carry_K'Sante, Zac, Jhin, Aatrox, Udyr, Varus",6.10,0.0%,20.0%
1997,5,"Carry_Malzahar, Carry_K'Sante, Carry_JarvanIV, Janna, Kennen, Ryze, Neeko, Akali",6.20,0.0%,20.0%
2094,7,"Carry_Malzahar, Carry_Akali, Carry_K'Sante, Kennen, Janna, Neeko, JarvanIV, Ryze",6.43,0.0%,0.0%
1512,6,"Zac, Carry_s3star_Jhin, Carry_Malzahar, Carry_K'Sante, Kayle, Jinx, Neeko, Janna",6.67,0.0%,0.0%
1474,5,"Carry_s3star_Zac, Carry_Jhin, Carry_Malzahar, Carry_K'Sante, Kayle, Poppy, Neeko, Kobuko",7.20,0.0%,0.0%
647,21,"Carry_Malzahar, Carry_K'Sante, Rakan, Zac, Jhin, Syndra, Ezreal, Garen",7.24,0.0%,4.8%
