sub_cluster_id,size,top_8_units,avg_place,winrate,top4_rate
1459,6,"Lucian, Lux, Carry_Ahri, Carry_Swain, Ryze, Carry_Karma, Carry_JarvanIV, Carry_Gwen",1.50,50.0%,100.0%
2230,5,"Lucian, Lux, Carry_Swain, Ryze, Carry_Karma, Carry_JarvanIV, Carry_Gwen, Carry_Lee_Sin",2.20,40.0%,80.0%
1734,20,"Carry_Karma, Carry_JarvanIV, Carry_Gwen, Carry_Lee_Sin, Galio, Ryze, Lucian, Lux",2.80,35.0%,90.0%
931,14,"Ryze, Carry_JarvanIV, Carry_Gwen, Carry_Lee_Sin, Carry_Yone, Galio, Xin_Zhao, Karma",3.29,28.6%,64.3%
85,141,"Lucian, Carry_Ahri, Carry_Karma, Carry_JarvanIV, Carry_Gwen, Galio, Swain, Ryze",3.49,21.3%,69.5%
997,8,"Carry_Ryze, Carry_JarvanIV, Carry_Gwen, Carry_Lee_Sin, Carry_Yone, Galio, Kobuko, Udyr",3.88,12.5%,75.0%
1325,12,"Lucian, Carry_Ahri, Swain, Carry_JarvanIV, Carry_Gwen, Lux, Karma, Galio",5.08,8.3%,50.0%
2040,5,"Carry_JarvanIV, Carry_Lee_Sin, Zyra, Ryze, Karma, Galio, Xin_Zhao, Volibear",5.80,20.0%,20.0%
2003,9,"Carry_JarvanIV, Carry_Gwen, Carry_Lee_Sin, Xin_Zhao, Ryze, Volibear, Karma, Zyra",5.89,0.0%,22.2%
774,7,"Carry_Ashe, Carry_JarvanIV, Carry_Gwen, Vi, Janna, Swain, Udyr, Syndra",6.71,0.0%,0.0%
1497,9,"Carry_JarvanIV, Carry_Gwen, Karma, Galio, Lucian, Swain, Ryze, Lux",6.78,0.0%,0.0%
