sub_cluster_id,size,top_8_units,avg_place,winrate,top4_rate
766,18,"Carry_Xin_Zhao, Carry_Samira, Carry_Sett, Carry_Volibear, Carry_Braum, Carry_Gwen, Naafiri, Lux",2.17,38.9%,94.4%
188,17,"Carry_Lux, Carry_Samira, Carry_Sett, Carry_Volibear, Carry_Braum, Carry_Gwen, Naafiri, Xin_Zhao",2.24,23.5%,94.1%
620,28,"Lux, Carry_Xin_Zhao, Carry_Samira, Carry_Sett, Carry_Braum, Carry_Gwen, Naafiri, Viego",2.46,46.4%,82.1%
1915,8,"Naafiri, Carry_Xin_Zhao, Carry_Samira, Carry_Sett, Carry_Gwen, Carry_Lee_Sin, Lux, Viego",2.62,50.0%,87.5%
98,35,"Naafiri, Carry_Lux, Carry_Samira, Carry_Sett, Carry_Volibear, Carry_Gwen, Xin_Zhao, Viego",2.86,17.1%,85.7%
499,11,"Naafiri, Carry_Lux, Xin_Zhao, Carry_Viego, Carry_Samira, Carry_Sett, Carry_Volibear, Carry_Gwen",3.18,27.3%,72.7%
935,16,"Naafiri, Carry_Lux, Carry_Xin_Zhao, Carry_Samira, Carry_Sett, Carry_Gwen, Viego, Kalista",3.38,6.2%,75.0%
450,11,"Carry_Kalista, Naafiri, Carry_Xin_Zhao, Carry_Samira, Carry_Sett, Carry_Gwen, Viego, Lux",4.00,9.1%,54.5%
1567,5,"Naafiri, Carry_Xin_Zhao, Viego, Carry_Samira, Carry_Sett, Carry_Lee_Sin, Lux, Kalista",4.00,20.0%,60.0%
320,139,"Carry_Xin_Zhao, Carry_Samira, Carry_Sett, Carry_Gwen, Naafiri, Lux, Viego, Kalista",4.24,7.9%,57.5%
1913,5,"Naafiri, Carry_Lux, Carry_Xin_Zhao, Viego, Carry_Samira, Carry_Sett, Carry_Yone, Kalista",4.40,0.0%,40.0%
385,11,"Naafiri, Carry_Xin_Zhao, Carry_Viego, Carry_Samira, Carry_Sett, Carry_Volibear, Lux, Kalista",4.64,0.0%,54.5%
1895,8,"Naafiri, Carry_Xin_Zhao, Carry_Samira, Carry_Volibear, Carry_Gwen, Lux, Sett, Viego",4.75,12.5%,50.0%
1090,10,"Carry_Xin_Zhao, Carry_Samira, Carry_Sett, Carry_Volibear, Lux, Viego, Naafiri, Kalista",5.20,0.0%,40.0%
1380,15,"Carry_Xin_Zhao, Carry_Viego, Carry_Samira, Carry_Sett, Naafiri, Lux, Kalista, Volibear",5.33,13.3%,26.7%
979,35,"Carry_Xin_Zhao, Carry_Samira, Carry_Gwen, Lux, Viego, Naafiri, Kalista, Sett",5.40,5.7%,28.6%
670,17,"Naafiri, Carry_Lux, Carry_Xin_Zhao, Carry_Samira, Carry_Sett, Viego, Kalista, Shen",5.41,0.0%,29.4%
207,7,"Carry_Lux, Carry_Xin_Zhao, Viego, Carry_Samira, Carry_Gwen, Naafiri, Sett, Kalista",5.57,0.0%,42.9%
987,12,"Lux, Carry_Xin_Zhao, Carry_Viego, Carry_Samira, Carry_Gwen, Naafiri, Kalista, Sett",5.67,0.0%,16.7%
205,14,"Naafiri, Carry_Xin_Zhao, Viego, Carry_Samira, Carry_Sett, Lux, Kalista, Volibear",5.71,0.0%,14.3%
1758,6,"Naafiri, Carry_Lux, Carry_s3star_Xin_Zhao, Viego, Carry_Samira, Kalista, Sett, Shen",6.17,16.7%,16.7%
1135,5,"Naafiri, Carry_Lux, Carry_Xin_Zhao, Carry_Viego, Carry_Samira, Kalista, Sett, Shen",6.20,0.0%,0.0%
27,7,"Kalista, Naafiri, Carry_Xin_Zhao, Carry_Viego, Carry_Samira, Lux, Sett, Gwen",6.43,0.0%,14.3%
669,8,"Carry_Xin_Zhao, Carry_Samira, Carry_Volibear, Naafiri, Lux, Viego, Kalista, Sett",6.50,0.0%,12.5%
2242,6,"Carry_Lux, Xin_Zhao, Viego, Carry_Samira, Sett, Carry_Gwen, Naafiri, Kalista",6.67,0.0%,16.7%
445,42,"Carry_Samira, Carry_Gwen, Sett, Xin_Zhao, Viego, Naafiri, Lux, Kalista",6.69,0.0%,11.9%
823,5,"Carry_Kalista, Naafiri, Lux, Xin_Zhao, Viego, Carry_Samira, Carry_Gwen, Sett",7.00,0.0%,0.0%
1838,8,"Carry_s3star_Xin_Zhao, Carry_Samira, Naafiri, Kalista, Lux, Viego, Sett, Volibear",7.00,0.0%,0.0%
