sub_cluster_id,size,top_8_units,avg_place,winrate,top4_rate
1667,9,"Carry_Kai'Sa, Gangplank, Carry_Udyr, Viego, Carry_Ashe, Carry_Lee_Sin, JarvanIV, Galio",3.78,0.0%,66.7%
763,52,"Carry_s3star_Kai'Sa, Carry_s3star_Gangplank, Carry_Udyr, Carry_s3star_Viego, Sett, Ashe, Kayle, Lee_Sin",4.44,13.5%,53.9%
1910,7,"Carry_Kai'Sa, Carry_s3star_Gangplank, Udyr, Carry_s3star_Viego, Carry_Ashe, Sett, Kayle, Lee_Sin",4.71,0.0%,42.9%
889,21,"Carry_s3star_Kai'Sa, Carry_Udyr, Carry_s3star_Viego, Carry_Ashe, Gangplank, Kayle, Sett, Darius",4.90,4.8%,42.9%
1801,5,"Carry_s3star_Kai'Sa, Carry_Darius, Carry_s3star_Udyr, Carry_s3star_Viego, Sett, Gangplank, Kennen, Akali",5.20,20.0%,40.0%
1214,25,"Carry_s3star_Kai'Sa, Carry_Udyr, Carry_s3star_Viego, Gangplank, Sett, Ashe, Kayle, Lee_Sin",5.44,8.0%,28.0%
1112,27,"Carry_s3star_Kai'Sa, Carry_s3star_Gangplank, Udyr, Carry_s3star_Viego, Ashe, Kayle, Sett, Lee_Sin",6.04,0.0%,11.1%
208,20,"Carry_s3star_Kai'Sa, Carry_Udyr, Carry_Ashe, Viego, Gangplank, Kayle, Darius, Kennen",6.15,0.0%,15.0%
659,14,"Carry_Kai'Sa, Carry_Udyr, Darius, Viego, Gangplank, Akali, Ashe, Ryze",7.57,0.0%,0.0%
932,10,"Carry_s3star_Kai'Sa, Udyr, Carry_s3star_Viego, Gangplank, Kayle, Ashe, Sett, Kennen",7.60,0.0%,0.0%
