sub_cluster_id,size,top_8_units,avg_place,winrate,top4_rate
1902,5,"Carry_Ashe, Carry_Braum, Carry_Gwen, Carry_Lee_Sin, Carry_Zyra, Swain, Dr._Mundo, Udyr",1.80,60.0%,100.0%
2069,12,"Carry_Vi, Carry_Udyr, Carry_Ashe, Carry_Sett, Carry_Lee_Sin, Carry_Zyra, Naafiri, Dr._Mundo",2.50,16.7%,100.0%
1664,22,"Vi, Janna, Carry_s3star_Swain, Carry_Ashe, Carry_JarvanIV, Carry_Braum, Carry_Zyra, Syndra",2.64,31.8%,81.8%
1238,17,"Carry_Udyr, Carry_Ashe, Carry_Sett, Carry_Braum, Carry_Lee_Sin, Dr._Mundo, Naafiri, Vi",3.12,17.6%,82.3%
546,6,"Carry_s3star_Dr._Mundo, Carry_s3star_Vi, Carry_Ashe, Carry_Braum, Carry_Zyra, Naafiri, Udyr, Sett",3.17,33.3%,83.3%
2044,6,"Vi, Janna, Carry_s3star_Swain, Carry_Ashe, Carry_Sett, Carry_Braum, Carry_Zyra, Dr._Mundo",3.33,33.3%,83.3%
1211,42,"Carry_Ashe, Carry_Sett, Carry_Braum, Carry_Zyra, Udyr, Dr._Mundo, Vi, Naafiri",3.67,14.3%,71.4%
1266,5,"Carry_Dr._Mundo, Carry_Ashe, Carry_Sett, Carry_Braum, Carry_Zyra, Vi, Udyr, Naafiri",3.80,20.0%,60.0%
1495,5,"Carry_Vi, Janna, Carry_s3star_Swain, Carry_Ashe, Carry_K'Sante, Carry_Zyra, Syndra, Udyr",3.80,20.0%,60.0%
505,36,"Carry_s3star_Vi, Carry_Udyr, Carry_Ashe, Carry_Sett, Carry_Zyra, Naafiri, Dr._Mundo, Aatrox",3.97,5.6%,66.7%
631,24,"Carry_s3star_Vi, Udyr, Carry_Ashe, Carry_Sett, Carry_Zyra, Dr._Mundo, Naafiri, Aatrox",4.00,8.3%,62.5%
1620,5,"Carry_Vi, Janna, Swain, Carry_Ashe, Carry_Braum, Carry_Zyra, Syndra, Udyr",4.40,20.0%,20.0%
306,7,"Naafiri, Udyr, Carry_Ashe, Carry_Sett, Carry_Twisted_Fate, Carry_Zyra, Dr._Mundo, Vi",4.57,14.3%,28.6%
1511,5,"Syndra, Vi, Janna, Carry_Swain, Carry_Ashe, Carry_Leona, Carry_Braum, Carry_Zyra",4.60,0.0%,40.0%
1496,7,"Carry_Udyr, Carry_Ashe, Carry_Braum, Carry_Zyra, Vi, Swain, Dr._Mundo, Lee_Sin",5.14,14.3%,14.3%
591,81,"Carry_Swain, Carry_Ashe, Carry_Braum, Carry_Zyra, Vi, Janna, Syndra, Dr._Mundo",5.40,8.6%,30.9%
1563,17,"Udyr, Carry_Ashe, Carry_Sett, Carry_Braum, Naafiri, Dr._Mundo, Vi, Zyra",5.41,0.0%,35.3%
545,16,"Vi, Carry_Swain, Carry_Ashe, Carry_Sett, Carry_Zyra, Janna, Udyr, Syndra",5.44,12.5%,25.0%
1516,19,"Carry_Ashe, Carry_Braum, Carry_Zyra, Swain, Vi, Janna, JarvanIV, Syndra",5.79,0.0%,26.3%
1596,5,"Carry_Ashe, Carry_Leona, Carry_Braum, Swain, Rell, Xin_Zhao, Shen, Lee_Sin",5.80,0.0%,40.0%
168,89,"Carry_Ashe, Carry_Sett, Carry_Zyra, Vi, Udyr, Dr._Mundo, Naafiri, Aatrox",6.22,1.1%,15.7%
2113,6,"Carry_s3star_Vi, Carry_Ashe, Carry_Braum, Udyr, Swain, Dr._Mundo, Syndra, Zyra",6.67,0.0%,0.0%
814,12,"Carry_s3star_Vi, Carry_Ashe, Carry_Zyra, Dr._Mundo, Udyr, Naafiri, Sett, Lee_Sin",6.75,0.0%,16.7%
206,120,"Carry_Swain, Carry_Ashe, Carry_Zyra, Vi, Janna, Syndra, Dr._Mundo, Udyr",6.92,1.7%,6.7%
2291,5,"Syndra, Carry_Vi, Janna, Carry_Swain, Carry_Ashe, Carry_Braum, Dr._Mundo, Zyra",7.20,0.0%,0.0%
297,19,"Carry_Ashe, Carry_Braum, Vi, Swain, Janna, Syndra, Udyr, Dr._Mundo",7.53,0.0%,0.0%
552,22,"Carry_Ashe, Carry_Zyra, Vi, Janna, Swain, Syndra, Braum, Udyr",7.55,0.0%,0.0%
