sub_cluster_id,size,top_8_units,avg_place,winrate,top4_rate
1697,21,"Rell, Carry_Ahri, Carry_s3star_Neeko, Carry_Seraphine, Syndra, Poppy, Jinx, Xayah",5.14,9.5%,33.3%
1514,8,"Rell, Carry_Syndra, Carry_Ahri, Carry_Neeko, Jinx, Carry_Poppy, Xayah, Kobuko",5.50,0.0%,12.5%
1714,8,"Rell, Syndra, Carry_s3star_Ahri, Carry_s3star_Swain, Carry_s3star_Neeko, Carry_Poppy, Xayah, Jinx",5.62,0.0%,25.0%
2065,8,"Rell, Carry_Ahri, Carry_Neeko, Carry_Jinx, Carry_K'Sante, Syndra, Poppy, Seraphine",5.62,0.0%,12.5%
152,63,"Carry_Neeko, Carry_Jinx, Carry_Poppy, Ahri, Rell, Syndra, Xayah, Seraphine",5.68,0.0%,17.5%
118,20,"Carry_Ahri, Carry_Neeko, Carry_K'Sante, Syndra, Poppy, Rell, Jinx, Kennen",5.80,5.0%,25.0%
525,88,"Carry_Ahri, Carry_Neeko, Carry_Poppy, Rell, Syndra, Jinx, Xayah, Seraphine",5.88,0.0%,20.4%
57,178,"Carry_Ahri, Carry_Neeko, Carry_Jinx, Rell, Syndra, Poppy, Xayah, Seraphine",5.95,2.2%,18.5%
1464,13,"Carry_Neeko, Carry_Jinx, Carry_K'Sante, Poppy, Rell, Ahri, Syndra, Seraphine",6.00,0.0%,15.4%
1378,23,"Carry_s3star_Ahri, Carry_Swain, Carry_s3star_Neeko, Rell, Poppy, Syndra, Lux, Jinx",6.09,0.0%,13.0%
1007,9,"Rell, Carry_Syndra, Carry_Ahri, Carry_Neeko, Swain, Jinx, Poppy, Xayah",6.89,0.0%,11.1%
846,72,"Carry_Ahri, Carry_Neeko, Rell, Syndra, Poppy, Jinx, Xayah, Swain",6.92,0.0%,2.8%
429,11,"Rell, Carry_Xayah, Carry_Ahri, Carry_Neeko, Syndra, Poppy, Swain, Jinx",7.00,0.0%,0.0%
1554,6,"Syndra, Carry_Neeko, Carry_Seraphine, Ahri, Poppy, Xayah, Rell, Jinx",7.17,0.0%,16.7%
1105,20,"Carry_Neeko, Carry_Jinx, Ahri, Rell, Syndra, Poppy, Xayah, Seraphine",7.25,0.0%,0.0%
