sub_cluster_id,size,top_8_units,avg_place,winrate,top4_rate
1897,5,"Garen, Rell, Carry_s3star_Gnar, Caitlyn, Carry_Jinx, Carry_Leona, Carry_Braum, Carry_Varus",2.00,20.0%,100.0%
2084,8,"Rell, Neeko, Carry_Jinx, Carry_Poppy, Carry_Braum, Carry_Seraphine, Carry_Varus, Syndra",2.50,12.5%,100.0%
172,83,"Carry_Jinx, Carry_Leona, Carry_Braum, Carry_Varus, Rell, Garen, Jhin, Caitlyn",2.81,22.9%,84.3%
513,20,"Carry_Jinx, Carry_K'Sante, Carry_Braum, Carry_Varus, Jhin, Gnar, Neeko, Caitlyn",2.90,25.0%,80.0%
2248,5,"Gnar, Jhin, Carry_Jinx, Carry_Sett, Carry_Braum, Carry_Varus, Caitlyn, Udyr",3.00,40.0%,80.0%
209,5,"Garen, Carry_Rell, Caitlyn, Carry_Jinx, Carry_Leona, Carry_Braum, Carry_Varus, Gnar",3.60,20.0%,60.0%
2089,6,"Carry_Swain, Carry_Jinx, Carry_Leona, Carry_Braum, Carry_Varus, Rell, Gnar, Jhin",3.83,0.0%,83.3%
1506,10,"Carry_Swain, Carry_Jinx, Carry_Leona, Carry_Varus, Jhin, Caitlyn, Garen, Rell",4.10,10.0%,60.0%
1572,5,"Carry_Braum, Carry_Varus, Carry_Zyra, JarvanIV, Gnar, Janna, Swain, K'Sante",4.20,40.0%,40.0%
2164,10,"Carry_Jinx, Carry_K'Sante, Carry_Leona, Carry_Varus, Jhin, Caitlyn, Rell, Neeko",4.40,10.0%,60.0%
2188,9,"Carry_Jinx, Carry_Braum, Carry_Varus, Garen, Leona, Rell, Jhin, Caitlyn",4.67,0.0%,44.4%
1862,5,"Carry_Leona, Carry_Braum, Carry_Varus, Rell, Garen, Jhin, Jinx, Gnar",5.00,0.0%,20.0%
328,72,"Carry_Jinx, Carry_Leona, Carry_Varus, Jhin, Garen, Rell, Caitlyn, Braum",5.26,1.4%,30.6%
989,7,"Carry_Braum, Carry_Varus, Yone, Jhin, K'Sante, Lee_Sin, Zyra, Zac",5.86,14.3%,28.6%
1631,6,"Caitlyn, Carry_Jinx, Carry_Leona, Carry_Braum, Garen, Rell, Gnar, Jhin",7.00,0.0%,0.0%
